messages,all_authors,timestamps,money
Are u going to tell ur crush that u like him? i don’t recall. ,I Dunno,4:34:25,0
Total Recall :grinning_squinting_face:,david fields,4:34:26,0
Not the “I don’t recall” again…,Katie,4:34:26,0
is she johnny’s witness??,FJM,4:34:26,0
PAID MUCHO BUCKS NOT TO RECALL ??????,Claudia Montano,4:34:27,0
I bet she can recall getting Botox for her lips :mouth: ,Robert Sole,4:34:27,0
I don’t recall:loudly_crying_face:,Kerttu Haimelin,4:34:28,0
"i dont remember everything that has happened 8 years ago, especially if she works with a lot of people. but she just doesnt look like she wants to be here and wants this over with ",jj business,4:34:28,0
"@Crayon Writer but she doesnt remember going to the island, but does remember events that happen there",Ssaphira,4:34:29,0
Let’s do it for Johnny! -Dallas Winston ,every1getready,4:34:30,0
i dont recall YES,mommysboiii,4:34:30,0
THIS IS SO LONG BECAUSE AH PUT 1500 PAGES IN EVIDENCE ,Kentucky Chic,4:34:30,0
I would remember going to Johnny Depp's island. Come on,Michelle D,4:34:31,0
I had to detox on my own - no meds. These people live on a whole other dimension than the rest of us.,It’sMyFault,4:34:32,0
He was trying his best to get better in a toxic environment ,Emily Cuevas,4:34:32,0
"Volume is LOW - can barely hear, guess we not supposed to hear? is this just a conversation for them!",Blue T,4:34:32,0
Amber = Instigator ,Laurie Conklin,4:34:33,0
They are saying Heard has suddenly caked on the foundation every day! Could this be to trick the court into thinking the witnesses were lying about her never wearing foundation?,MR UFO GUY,4:34:33,0
Maybe she had amnesia or PTSD or selective memory because she somehow recalls her documents but doesn't recall anything about them. Imagine that.,Natasha Chakwanda,4:34:33,0
DID I MISS ANYTHING GOOD ? HI @Addi :heart_suit:,Instant Karma,4:34:33,0
Why did you sleep with my wife? I don't recall,4X4 Studios,4:34:33,0
I don’t recall ,Against All Odds,4:34:34,0
:green_heart::green_heart::green_heart::green_heart:,Majid Hunaini,4:34:34,0
"@ambirules yes, exactly!! ",courtney shamblin,4:34:34,0
She’s helping Johnny tremendously. By saying she doesn’t recall she’s preventing Amber’s attorneys from asking further questions that could hurt him and his case. ,Valentino Toscani,4:34:34,0
she has a nurse can't recall :flushed_face:,Gd DD,4:34:34,0
Justice for Johnny Depp :smiling_face_with_hearts::smiling_face_with_hearts:,naootwt,4:34:35,0
Prayers for Johnny!!,Ophelia Quijano,4:34:35,0
Yes I’m sober today ,Your mom,4:34:35,0
Nobody recalls shlt from 8 years ago,TawnyC,4:34:36,0
:ear_of_corn:,dodgingbullets,4:34:38,0
Againnnnnnnn,Melissa Olmedo,4:34:38,0
i DON´T RECALL,Rosa Tengarrinha,4:34:38,0
"If she had a perfect memory, she wouldn't have to take notes. Being around Depp would be memorable for you. For her, it was just another day at work with her patient.",Matt M.,4:34:38,0
"""what do you do if you can't get through to someone on the phone?"" ..""Well, I don't re-call.""",DaftFader,4:34:38,0
she's not helping,peekaboots01,4:34:38,0
"@Holly take this with a grain of salt, but i believe she's only a witness",KaiTheKlutz,4:34:38,0
:person_facepalming::person_facepalming::person_facepalming:,golf chum,4:34:39,0
why is she a witness if she cant remember anything,{ elisabeth },4:34:42,0
"why would Ms.Heard want to be around someone detoxing or for that matter why would anyone be around,except for nurses or Drs?",Cindy Neufeld,4:34:42,0
People who say this is boring know it is hurting JD,Bolt_194,4:34:42,0
 I am bored ı dont recall:flushed_face:,Esra Kara,4:34:42,0
Boycott Aquaman 2 :stop_sign::fish::knocked_out_face:,Don Koehler,4:34:42,0
THIS IS PRE RECORDED!! ,sophie doggett,4:34:43,0
She is so boring the whole court forgot who's witness she is for :winking_face_with_tongue:,Phil smith,4:34:43,0
clearly this chick is not into details,Avila Moreau,4:34:44,0
Total Recall with Arnold Schwarzenegger ,HIP E,4:34:44,0
I don’t recall,Jadee324,4:34:44,0
@Gina Brusati he’s sober :) ,Viji,4:34:44,0
I just came here!! whats happening?!,Amy Rose Caroline,4:34:44,0
"The ""I don't recall"" lady...",heidi something,4:34:44,0
can they get her out of here omg,Brooke Althiser,4:34:45,0
Yes Hanna,MistieBlue,4:34:46,0
"""I don't recall... Yes!""",Crimsonnaire,4:34:46,0
Justice for Johnny Depp,KongSkullIsland,4:34:46,0
ANY NCT FANS HERE???,Frida Kahlo,4:34:47,0
This witness is full of I don't recalls :slightly_smiling_face:,JeffinMass1,4:34:47,0
78 I don't recall,Mean Gamer,4:34:47,0
I wonder why they used phenobarbital.....,Sam,4:34:48,0
"I am on low volume, blowing my headohones off",dennis jones,4:34:48,0
Has she been told to say don’t recall ,Karen Watson,4:34:48,0
#freetheweed,Dalea Lugo,4:34:49,0
Do you recall any amica cream being used? ,Thomas Braam,4:34:49,0
try going cold turkey wuss,Leia 77,4:34:49,0
Do you recall recall the call call lol :grinning_squinting_face: ,Angela Jones,4:34:49,0
We on zoom now!? Okay ,Olivia D,4:34:50,0
HIPPA is still a thing she still has to deal with patient privacy ,Malwolf9,4:34:50,0
imagine supporting amber EW,Caroline x,4:34:52,0
Correct? I don’t recall ,Stacey Floppy,4:34:53,0
germany for jonny :thumbs_up::orange_heart: und grüße an alle :smiling_face_with_smiling_eyes:,Bea Schneider,4:34:53,0
LOL yes this is a live viewing of a prerecorded session,Jeffrey Lape,4:34:54,0
Johny depp I will prove that I am innocent. On trial...Johnny's witness: I dont recall. :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Al Musk,4:34:54,0
"I don't want to be mean but breh.This woman is on my nerves with all of her ""I don't recall"" answers.WHY ARE THEY EVEN LISTENING TO IT IF THEY DON'T GET ANSWERS.3 hours wasted in the trashcan ://",Reny Bia,4:34:55,0
Back off break now,Pippadot,4:34:56,0
You tell her hi she’s tell you I don’t recall ,Johnnviper,4:34:56,0
Can't wait for the SNL skit.,Cyril Lyric,4:34:57,0
#JusticeForJohnnyDepp ,Emanuele Wolff,4:34:57,0
SKIN UP,Dean Lee,4:34:57,0
Johnny depp is the true victim!,spidey pants,4:34:57,0
IDR :person_shrugging::person_facepalming:,News Clues,4:34:57,0
:guitar::microphone::guitar::film_projector::guitar::film_projector::guitar::film_projector::guitar::film_projector::film_projector::guitar::film_projector::blue_heart::blue_heart::musical_keyboard::musical_keyboard::smiling_face_with_halo: i wannna ROCK .. DEPP,come & take it,4:34:58,0
I think Johnny will lose this. The article he is suing based on is not strong enough to go after her with.,Miss Dee,4:34:59,0
"Literally throughout her testimony there is only a “yes"" or “don’t recall”",x,4:35:00,0
i recall some moments in 8 years :slightly_smiling_face:,Emilie Weasley,4:35:01,0
"Perjury is considered a crime against justice, since lying under oath compromises the authority of courts, grand juries, governing bodies, and public officials",JoAnne VanLoon,4:35:03,0
JUSTICE for Sir Depp:folded_hands::ok_hand:,Dominique Dion,4:35:03,0
why is the screen date 8th of march?,Nohemy D.,4:35:04,0
HOW DO YOU NOT RECALL WHETHER OR NOT YOU ESCORTED JOHNNY FREAKING DEPP TO BED? :face_with_tears_of_joy:,Luke UT86,4:35:04,0
I'd say Elon is counting his blessing about now.,Jan Jackson,4:35:04,0
phenobarbital???? WTF,Michelle Abbott,4:35:04,0
FINALLY. ,Pmz,4:35:05,0
Tennessee,Tommy Bounds,4:35:05,0
it's the don't recall for me ,ARMY,4:35:05,0
Like I said his ex wife made things worse on purpose ,x Littlelolipop x,4:35:08,0
JOHNNY CAGE WINS MORTAL COMBAT TEST YOUR MIGHT >,mike ausra,4:35:10,0
:mouth::mouth::mouth::mouth::mouth::face_with_tongue:,Robert Sole,4:35:10,0
"How did they allow her testimony knowing she discussed kippers with him, but they didn’t allow the British girl that saw clips of other testimony online?",Tory Holmes,4:35:11,0
THIS NURSE NEEDS A COGNITIBE TEST,Claudia Montano,4:35:11,0
Justice for Johnny:red_heart::red_heart::red_heart:,Nikita Kim,4:35:12,0
 1.5 MORE HOURS OF THIS … :elbowcough:,Teddy G Beats,4:35:12,0
Yes!!! I dont understand why they were letting Amber administer medication to him when she herself was also under their care!!!,N Star,4:35:13,0
Whose side is on?,starlight night,4:35:13,0
Are you blond? I don't recall!!.......,Ophelia Quijano,4:35:13,0
Justice for johnny depp,Kerttu Haimelin,4:35:14,0
is there your notes on your screen? according to my notes yes,Myan Allan,4:35:14,0
ssaphira... yeah ya remember dribs and drabs... but come on haha,Crayon Writer,4:35:15,0
"Just stop talking to her, completely useless....",heidi something,4:35:16,0
Go ahead and admit the truth as someone who’s family got torn by false accusations it’s not gonna end well Jonny dept will get justice :nazar_amulet::nazar_amulet::nazar_amulet::nazar_amulet:,Ruth Dean,4:35:18,0
@bea hallöchen :victory_hand::victory_hand:,Kleenes Kleenes,4:35:19,0
🇨🇭🇨🇭🇨🇭🇨🇭 Stands With Johnny :balance_scale:,the wanderer,4:35:19,0
she is wasting MY TIME,Avila Moreau,4:35:20,0
"A,bet instigated the truth to come out. What an instigator ",Inna Sense,4:35:20,0
"DID YOU WRITE THESE NOTES, I DON'T RECALL!!",Julie G,4:35:20,0
All this drug talk is completely irrelevant to this case ,every1getready,4:35:20,0
is she alive :eggplant:,Elon Musk,4:35:21,0
she’s so evil bro.,Tea Time,4:35:22,0
"""When is your birthday?"" ""I don't recall.""",Lena Krauß,4:35:23,0
"Nota médica: Habla con Johnny en persona, paciente expresa frustración con el proceso, se siente mal con los meds y ya no quiere seguir con el tratamiento por tensión con su prometida,quiere descanso",Alejandra Lopez,4:35:24,0
"Why does the date say Mar 8, 2022?",JeffinMass1,4:35:24,0
love you John Depp :red_heart: :heart_suit: :blue_heart: :two_hearts: :face_blowing_a_kiss: :sparkling_heart: :red_heart: :heart_suit: :blue_heart:,Gd DD,4:35:24,0
coincidentally my husband was also addicted to Xanax,♡SARAH♡,4:35:24,0
she isn't helping noooooo :tired_face:,KaiTheKlutz,4:35:24,0
@KamranPasha72 I have known women just like Amber. They lash out and don't care what they say.,JeffRebornNow,4:35:25,0
Chicken and egg they were in a toxic relationship both of them were abusers can’t see anybody winning here apart from the lawyers with their eye gouging legal fees ,Chris2costa Costa,4:35:25,0
Justice for Johnny Depp :smiling_face_with_hearts::smiling_face_with_hearts:,naootwt,4:35:25,0
I can’t recall yesterday ,Stacey Floppy,4:35:25,0
Mary Lou Henner would recall,ITcanB,4:35:26,0
Whoaaa YES,Bolt_194,4:35:26,0
JUSTICE FOR JOHNNY!!:red_heart:,fa02,4:35:26,0
Court is like this…I don’t recall ,Instant Karma,4:35:27,0
she cant even recall where she got a degree ok :rofl: ,savi grey,4:35:27,0
Depp is adict. So what? She lying about the violence. but the boyfriend Elon pay for win her....,Mariana Leonelli,4:35:27,0
Phenobarbitals in this century?,Mz Liz,4:35:28,0
Do you recall... NO!,Oooopsie Woooopsie,4:35:28,0
I don’t recall. ,Ruby Marlene,4:35:28,0
Does she recall?,FoodforThought,4:35:29,0
Recorded DEPOSITION!,HIP E,4:35:29,0
Wasn’t that what got MJ,HughJasole,4:35:30,0
she recalls something ,Brooke Althiser,4:35:32,0
Valantino Toscanini! Correct!,Jaguar,4:35:32,0
Spain with JD!!!!!,Stardust Z,4:35:32,0
James Franco happy he pulled out early,Kelly Cismoski,4:35:32,0
"@Matt M. Right. People don't get that. She's probably taken care of lots of famous people, is she going to remember every patient from 8 years ago?",TawnyC,4:35:33,0
So uncomfortable to hear about his health details. ,Mortgage Gal,4:35:33,0
JD is the victim,rumple longhair,4:35:34,0
Johnny depp is the true victim!,spidey pants,4:35:34,0
 Heard has suddenly caked on the foundation every day! Could this be to trick the court into thinking the witnesses were lying about her never wearing foundation?,MR UFO GUY,4:35:34,0
You tell her hi she’s tell you I don’t recall ,Johnnviper,4:35:35,0
She can recall meeting Johnny with the doctor but don’t rmb being there whaatttt???,MeredithKoh21,4:35:35,0
Justice for Johnny Depp,Louise Hatfield,4:35:36,0
Tennessee:smiling_face_with_hearts:,Chris Ballard,4:35:37,0
"@Sara Rossborough-Muhammad I dunno, if he were a bully would he have lost his finger to the psychopath known as amber? Figures someone with the name Muhammad would have this sort of take lmao",Old Gregg,4:35:37,0
I DON’T RECALLLL,Gina Brusati,4:35:37,0
FINALLYYYYY,Melissa Olmedo,4:35:37,0
YESSS HOWWWWW,BlitzKreig,4:35:38,0
Yes she is innocent,DJ Jim,4:35:38,0
i dont recall,mRdjphanTom,4:35:40,0
"She may work with lot's of people but when you work for a celebrity would think you remember more, don't believe all of her ""Don't recall""",Blue T,4:35:41,0
The nurse needs a doctor for the IDR illness,Phil smith,4:35:42,0
Do you recall saying I do not recall? Johny's witness: I dont recall :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Al Musk,4:35:42,0
WOW. AN ANSWER,Pmz,4:35:43,0
SHE RECALLED OMG,Nisrine,4:35:44,0
"in court, w BOTH my parents staring at me I didn't ""recall"" if dad hit mom .",Mortimer James,4:35:44,0
"You guys read the notes thoroughly for yourselves, and yes it looks like the nurse doesn't want to be there",Ana Pippen,4:35:44,0
oh she said yes,Rip WETLEY,4:35:45,0
She needs to undergo Total Recall.,Crimsonnaire,4:35:47,0
lunch didn't rid her ... omg I can't,Amanda Christie,4:35:48,0
When it’s AGAINST amber … of course she recalls ,Moriah McLeod,4:35:48,0
Do you recall any amica cream being used?,Thomas Braam,4:35:48,0
i don't recall,Ras7685,4:35:48,0
Wow she remembers something,jade green,4:35:49,0
I DONT RECAL,da3m0n88,4:35:49,0
Yes! Justice for Johnny ,x Littlelolipop x,4:35:50,0
NOT HEARING WHAT YOU SUPER MEMORY PEEPS DID JUNE 8TH 2016 IN DETAIL PLEASE!!,Crayon Writer,4:35:50,0
Kratom would've done the trick :face_with_rolling_eyes:,the chicantique,4:35:50,0
I think she drank a bottle of vodka before this!,Kelly E. 😈💗,4:35:51,0
JUSTICE FOR JOHNNY,Kentucky Chic,4:35:51,0
"Joseph George, I agree with you, Johnny Depp was the victim , she was the abuser, a head case !",Sea Shells,4:35:54,0
Did Amica cream make Eve Barlow vanish?,Okie Girl,4:35:55,0
@Gina Brusati For his sake I hope not ! :red_heart:,Andrea,4:35:55,0
So she recalls what she wants to recall,JeffinMass1,4:35:55,0
She recalled something,Ireland Oliver,4:35:56,0
she needs a joint,Dean Lee,4:35:56,0
she could recall something!!!,emily,4:35:56,0
YASS,Against All Odds,4:35:57,0
yawnnnn...,Ophelia Quijano,4:35:57,0
Incredible development.. she recalls something ,Bolt_194,4:35:57,0
$NILE $CEI $XELA To The Moon! :rocket:,NurRayArt,4:35:57,0
his drug addiction is why he doesn't get anymore movie roles,cc,4:35:58,0
Thank god ,Aditi S.,4:35:58,0
How much did he pay u in the past for your service don’t recall,Karen Watson,4:35:59,0
Justice for:mouth::mouth::mouth::mouth::mouth:,Robert Sole,4:36:00,0
THERE WE GO,FJM,4:36:00,0
Who is she?,Kristine Sulzanoka,4:36:00,0
@Crayon Writer no offence ment :slightly_smiling_face: im just confused how this goes through without notice,Ssaphira,4:36:00,0
I love the heavy breathing :pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face:,Caroline Dorroh,4:36:00,0
Wow finally she remembers something!,Annabella,4:36:00,0
FINALLY,Valerie,4:36:01,0
what?,Sm0kyBlueDaze,4:36:01,0
So basically amber lied,Helen Last,4:36:01,0
Heard should of been no where around him at this time,Cindy Neufeld,4:36:02,0
Spill the tea..finally,Gen,4:36:02,0
:smiling_face_with_hearts:JUSTICE FOR JOHNNY DEPP :smiling_face_with_hearts:,naootwt,4:36:02,0
Does she recall really now?,x,4:36:03,0
How is she a creditable witness if she does not recall or remember anything. Same with Dr kipper,Michelle D,4:36:03,0
Oooohhhhhh,Casey Owen,4:36:03,0
See she remembers things,Cammie H,4:36:03,0
YES,Buggins Will,4:36:03,0
objection hearsay,Bottle Rocket,4:36:04,0
I think she has said “I don’t recall” more times than the old woman lawyer has said “amica cream” and the juror has said “dot dot dot”,Ebony,4:36:04,0
"Why is she even here if she doesn't ""recall"" anything??? :thinking_face: :face_with_rolling_eyes::face_with_tears_of_joy:",🖤 Мортисия 🖤,4:36:04,0
:woman_blond_hair:,peekaboots01,4:36:05,0
SHE RECALLS SOMETHING ALELUYA,Irene,4:36:05,0
"She is so awful that she laughed of her endless answer, I don’t recall, the nerves!",Liduvina E,4:36:05,0
omg,Brooke Althiser,4:36:05,0
I don´t recall......,Rosa Tengarrinha,4:36:05,0
manipulative behaviour,Mel X,4:36:06,0
in 2014 i was working at mcdonald =)omg first time she recall,Emilie Weasley,4:36:06,0
Johnny depp is the true victim!,spidey pants,4:36:06,0
Wow she answered something!,Q J,4:36:07,0
FINALLY,Ciara Quinn,4:36:07,0
@N Star agreed!!,T. Holden.,4:36:07,0
whos whitness is She?,Sonia Iurascu,4:36:08,0
wow award from boredom,Mean Gamer,4:36:08,0
I love kratom ,Sidda,4:36:09,0
You go girl.,R R,4:36:09,0
You tell her hi she’s tell you I don’t recall ,Johnnviper,4:36:09,0
Words please,Joolsssy P,4:36:10,0
When is it time for johnny and amber to speak?,Hbirg,4:36:11,0
:woman_facepalming::woman_facepalming:,PrintMasters - Your fine art photo printers,4:36:12,0
"@Hip E Yes, a lot of them are recorded a couple of months back because of the pandemic. And some came in in person. ",ll Rain ll,4:36:12,0
"HOW DID YOU GET OFF THE ISLAND, I DON'T RECALL!!",Julie G,4:36:13,0
omfg,Lilly Bean,4:36:13,0
JUSTICE FOR :bear:CLAIREBEAR:bear:,Arcadia,4:36:14,0
Alleujah ,Datsbrarry,4:36:14,0
BRUH,HX20 games,4:36:15,0
amber lied?? no waaaay,April C,4:36:15,0
"Amber trying to interfer, trying to control maybe?",Donna Morrell,4:36:16,0
They are saying Heard has suddenly caked on the foundation every day! Could this be to trick the court into thinking the witnesses were lying about her never wearing foundation?,MR UFO GUY,4:36:16,0
Has Amber ever said who the father of her child is???,JeffRebornNow,4:36:16,0
I never met a person who used cocaine over extended periods that didn’t have a violent episode ,Alice Sercy,4:36:17,0
Who’s side is she testifying for???,Connie Ackles,4:36:18,0
@against all odds...very true It's been annoying just because she repeat the phrase I don't recall however not a negative for JD,donna ward,4:36:19,0
I can’t remember specifics,Stacey Floppy,4:36:19,0
All sober spouses are enablers rescue syndrome ,shur7318,4:36:19,0
"Oh, now she recalls something smh ",Rebeca Câmara,4:36:20,0
Whhhhat she recalled. Lol,Angela Jones,4:36:20,0
OBVIOUSLY SHE CANT,BlitzKreig,4:36:21,0
Finally,Rose Margie,4:36:23,0
@blue- T You don't think she's worked with other celebrities :face_with_rolling_eyes:,TawnyC,4:36:23,0
Condom,Elon Musk,4:36:23,0
AMBER IS A SOCIOPATH. SCARY,Humpy And Bex,4:36:23,0
chicatique lol... I wish it was that easy,Crayon Writer,4:36:23,0
Slow the chat,CoCo,4:36:23,0
all she remembers is specifics,Kelly E. 😈💗,4:36:23,0
@Old gregg are u talking to me ,I Dunno,4:36:24,0
HE PAID HIS DRUG DEALERS A LOT OF :money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag:,Peggy Lasswell,4:36:25,0
you mean you cant recall,mRdjphanTom,4:36:25,0
This is Johnny’s nurse saying that heard was interfering and lying to his medical team!!!!,R C,4:36:26,0
oh omgggggg ,Tea Time,4:36:26,0
SHE REMEMBERED SOMETHING!!!,kassiaaliyah,4:36:26,0
I'm drinking KRATOM right now :fire:,Mortimer James,4:36:27,0
She is doing more harm do Johnny then help,4X4 Studios,4:36:27,0
Johnny I believe you,Blue Tangerine,4:36:28,0
short lived the the recall,DFlames56,4:36:28,0
OMFGGGG,Axzyy,4:36:29,0
bro this is boring get her out of here,Kyle Schrein,4:36:29,0
BOOOOORRRRRIIIIINNNNNGGGGG,OGUN,4:36:29,0
Do you recall anything? I do not recall :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Al Musk,4:36:29,0
She NEEDS to refer to her notes ffs! 8 years ago folks....,Christy,4:36:32,0
Claim Jonny will get Justice :nazar_amulet::nazar_amulet:,Ruth Dean,4:36:33,0
Oh gosh..how annoying,Gen,4:36:33,0
SHE CAN'T REMEMBER LAST NIGHT,Born Ruthless Tube,4:36:33,0
I cannot remember..yeyyyy,Ophelia Quijano,4:36:33,0
Finally she recalled something ,Jackie Bennett,4:36:33,0
Who is this that keeps saying they don’t recall :face_with_tears_of_joy:?,Unconventional And Free,4:36:34,0
I feel this lady is being of no help. purposefully,Kaitlyn Cleary,4:36:34,0
this woman wants nothing to do with this case,Skyler Grey,4:36:35,0
no,Myan Allan,4:36:35,0
What did I miss. I came 20 minutes late ,monaishelle philantrope,4:36:35,0
"it's true she isn't gonna remember everything, this was years ago yes, but she could've spooled through her notes atlewst or had them out if she has them.",KaiTheKlutz,4:36:35,0
SAME QUESTIONS CONSTANTLY,mimhahn,4:36:35,0
who is questioning her?,Brandi's Life,4:36:36,0
Ugh there it is.. ,Dana Banana Im,4:36:36,0
JUSTICE FOR JOHNNY,Kentucky Chic,4:36:37,0
she's annoying me,Miss Helen Rose,4:36:39,0
Elon wya ,Angela,4:36:39,0
AMBER LIES LIKE A RUG,MISTER PUFF,4:36:39,0
what drugs did you prescribe to Johnny??,Avila Moreau,4:36:40,0
"Caroline Dorroh, oh right... well whatever floats your boat :rolling_on_the_floor_laughing:",Sea Shells,4:36:40,0
Amber is that character from the movie Gone Girl. She's even claiming the bottle thing.,Miss Dee,4:36:40,0
Dice que a veces Amber reportaba cosas a la enfermera y después encontraban que no eran verdad ,Alejandra Lopez,4:36:40,0
She's lying ,Jo Yi-seo,4:36:40,0
SOUNDS LIKE SCAMBER WAS JELLY OF MISS I CANT RECALL ,Teddy G Beats,4:36:41,0
omg we are only half way through her video,Breann Warder,4:36:42,0
Did I hear right that in her notes she referred to Amber as Beyonce? Lol,Lisa,4:36:42,0
I don't recall,Ashley Cooper,4:36:42,0
Johnny depp is the true victim!,spidey pants,4:36:42,0
omg,Gd DD,4:36:43,0
way too much filler :mouth:,Michelle D,4:36:44,0
"everyone complaining about this woman unable to recall details and emails from 6 years ago. can anyone else on here remember every text, email or specifics of 1 or 2 people you worked with 6 ys ago?",Izzy Kitty,4:36:45,0
Imagine asking her to keep an eye out for fires :thinking_face:,Phil smith,4:36:46,0
Perjury is considered a crime against justice,JoAnne VanLoon,4:36:47,0
"Botox on the lips looks too puffy, plus maybe too many drinks.",Blue T,4:36:47,0
see im right she will not say anything that will help johnny,razoraresharp,4:36:48,0
Get her off istg,Alina Nicolae,4:36:48,0
Pls take this woman off. She's wasting time and can't recall anything,PrintMasters - Your fine art photo printers,4:36:49,0
she makes no sense,Snitchbucks,4:36:50,0
She’s helping Johnny tremendously. By saying she doesn’t recall she’s preventing Amber’s attorneys from asking further questions that could hurt him and his case.,Valentino Toscani,4:36:50,0
THIS IS BORING,Tim Terceros,4:36:51,0
You guys have to take into consideration that all of this happened 6 years ago :eyes::eyes::eyes::eyes:,Laurena Schmidt,4:36:51,0
she doesn't know a lot ,emptypockets,4:36:51,0
FGS,Skye georgia,4:36:51,0
boring,cc,4:36:53,0
She’s lying ,Caroline Dorroh,4:36:54,0
:hot_face: fk,Elon Musk,4:36:55,0
I don't recall:woman_blond_hair::neutral_face:,peekaboots01,4:36:56,0
Elon picking up her legal fees.,Chris2costa Costa,4:36:57,0
who in here has gone through withdrawals from opiates? I have Abt 10 different times,Crayon Writer,4:36:57,0
OMG FAST FORWARD,Amanda Christie,4:36:58,0
Her parents should have used protection ,BlitzKreig,4:36:58,0
"Johnny is Innocent, please Jury see through ambers lies ",Madclown Inc.,4:36:59,£10.00
So know the lawyer is on to her. She asks Do you recall all the time.,JeffinMass1,4:36:59,0
she don't recall shi,ThaBrooklynFellah,4:37:00,0
whats happening?! someone tell me,Amy Rose Caroline,4:37:01,0
I hope she recalls info at work ,Valerie,4:37:01,0
what do you recall?,peach tinted,4:37:02,0
HAS ANYBODY COUNTED HOW MANY TIMES SHE SAID I DON'T RECALL???????:woman_blond_hair::woman_blond_hair::woman_blond_hair:,shirin hosseini,4:37:02,0
we want content get a better casting for this episode,mommysboiii,4:37:03,0
"@I Dunno Did I @ you? If not, then not, not at all, carry on",Old Gregg,4:37:03,0
Give us isaac,x,4:37:04,0
amber fans be like :woozy_face::woozy_face::woozy_face::woozy_face:shes a woman not very strong,come & take it,4:37:04,0
She’s playing it safe for Johnny but she literally plays a main part in this ,x Littlelolipop x,4:37:04,0
When he comes through your door Unless you just want some more I think you better call ..... I don't really don't recall,Alex Lord,4:37:05,0
Anyone else feel this lady is on ambers side. I dislike this nurse. :unamused_face::unamused_face::unamused_face::unamused_face::unamused_face::unamused_face::unamused_face::unamused_face::unamused_face:,Your local court Jester ,4:37:06,0
seems like johnny wasn't the only one doin drugs................,Kendall Sue,4:37:06,0
mhmk i dont recall,mRdjphanTom,4:37:07,0
"Amber...uses people...pathetic cry for attention. Hopefully, other potential victims will learn from this.",Lou Ann LeMaster,4:37:07,0
Not boring ,Bolt_194,4:37:08,0
those puffer fish lips :grimacing_face:,Mortimer James,4:37:08,0
"ARE YOU A MAN? "" I DON'T RECALL""",Lt. Dan,4:37:08,0
SHE DON'T EVEN KNOW HER SSN,Born Ruthless Tube,4:37:09,0
wow AH is so sick sabotaging him getting sober,smshah232,4:37:09,0
amber Smollet,Adam Bow,4:37:09,0
Can we bring someone who recalls? ,Berenice Leon,4:37:09,0
I think she don't recall,captain Jack,4:37:10,0
god she's doing my head in!!,June Burns,4:37:11,0
Are you blond? I don't recall!!.......,Ophelia Quijano,4:37:11,0
I can’t = I won’t ,jena oneal,4:37:11,0
the sound is so low or is my phone ,Ana Chavez,4:37:12,0
She is blessed,Stacey Floppy,4:37:12,0
You would think being a professional she would of read her notes…..if she can recall writing them. ,Jadee324,4:37:13,0
"ARE YOU MEDICATED RIGHT NOW, I DON'T RECALL!!",Julie G,4:37:13,0
Amber se iba a tomar unos días para ella y Johnny seguiría con el tratamiento ,Alejandra Lopez,4:37:13,0
Why is this taking too long with this woman she’s not even helping ,Kohinur Kazal,4:37:14,0
She admitted on tapes that she was hitting him ,nahawand نهاوند,4:37:14,0
"DONT EVER ASK THIS LADY "" IF SHE RECALLS "" ",Teddy G Beats,4:37:14,0
:tired_face:,el light,4:37:15,0
SHE DOES NOT EVER RECALL SPECIFICS WHY IS SHE STILL HERE,emily,4:37:15,0
AUDIO,Roman Korber,4:37:15,0
couldn’t she have denied doing this if she doesn’t recall anything lol what a waste of time,Taylor LaPlant,4:37:16,0
OY VEY LITTLE DEBBIE I DON’T RECALL AGAIN?,AJ Vintage,4:37:16,0
Johnny has childhood issues haunting him ,shur7318,4:37:17,0
Weeeeeee Halfway through :D:D:D:D:,George,4:37:18,0
Do you recall your name?!,heidi something,4:37:18,0
She recalls only when she has to lie about Amber. ONE SEC MEMORY RECALL :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Al Musk,4:37:18,0
that's exactly what I was thinking. anyone working and taking care of someone famous is def going to remember ever detail,♡SARAH♡,4:37:19,0
yesss but I don´t recall!!,Rosa Tengarrinha,4:37:20,0
@Humpy And Bex She treated her employees terribly and underpaid them.,JeffRebornNow,4:37:20,0
@Elon Musk yesss sirrrrr l,Your mom,4:37:21,0
the botox us cutting off her circulation ngl ,Tea Time,4:37:21,0
I thinks she lost her memories “ I don’t recall ,Johnnviper,4:37:21,0
She’s helping Johnny tremendously. By saying she doesn’t recall she’s preventing Amber’s attorneys from asking further questions that could hurt him and his case.,Valentino Toscani,4:37:21,0
She has a nervous tick. One eye shuts slower than the other,Alice Sercy,4:37:21,0
"Since you guys don't like her, I'll take her as my nurse any-day! ",PlumberGuy,4:37:22,0
Anywayyyyyyyyy…. Anyone have any movie/show/music recommendations? :face_with_tears_of_joy:,Kate,4:37:23,0
