messages,all_authors,timestamps,money
,Larissa💖,1:29:30,0
This is really sad .. His life and childhood is NOBODY'S BUSINESS,Jenn Jordan,1:29:30,0
"can he just shut up and let her go, so we can move on",Ranshe Byloluchshe,1:29:31,0
we all know how he hurt his finger,Holly Daly,1:29:31,0
She looks like she's so done w those questions,Haonmilk,1:29:31,0
"“Cover up”, uummm yes?, because it was something personal??",XD GG,1:29:31,0
if she hurt him she would know...not good,Belinda 007,1:29:31,0
WTFFFFFFFFFF,meli depphead,1:29:32,0
She want there,Mary D,1:29:33,0
OMG AH really wants more money,Kentucky Chic,1:29:33,0
Depp cut his own finger,Smee,1:29:34,0
Amber cut his finger off ,Lisa Mcbeth,1:29:36,0
JUSTICE FOR JOHNNY! ROTTYBOTTY HAS NOTHING! GO CHRISTI!,Admiral Riff-Raff,1:29:36,0
"Say.. ""It was nobody's business how he hurt his hand. My default was to maintain his privacy."" Ugh",Barb Holliday,1:29:36,0
This lawyer is good  I’d want him on my team but that judge grrrr,Omg Aunty Suzanne,1:29:37,0
this judge needs to shut him down he's gaslighting Depps sister,Karen Whieldon,1:29:38,0
Amber hurt Johnny ！,Elvellonwen,1:29:39,0
Is this really live?? :spider_web:,Aditi S.,1:29:41,0
maybe he cut off his finger cause he thought he was a prop,Tommy Bounds,1:29:42,0
this judge is awful,Fay Robinson,1:29:42,0
IS THE JUDGE SIDING AMBER??? WHY IS THE JUDGE LETTING THIS CONTINUE?,Erin Villaflor,1:29:42,0
JD:blue_heart::orange_heart:,Chakavak_depp,1:29:43,0
"Alexandrina... I agree with you, yes...",Sea Shells,1:29:44,0
this just doesnt seem relevant ,Britny,1:29:44,0
Boy she is not helping,Deborah Lamartiniere,1:29:44,0
did yall go to law school or smtng,leia,1:29:45,0
yall are mad at this laywer cuz he doing a decent job at breaking his sister down,Franco Cordano,1:29:45,0
"MOVE ON, PLEASE!",Begitte Olsen,1:29:47,0
Johnny Depp 4ever,Lady,1:29:48,0
he talks so much trash,Abbie Ambler,1:29:48,0
"I’m a pharmacist, if he’s been on pain pills all these years he’s been on pain pills through his whole relationship with Vanessa. He has never been violent. So I don’t see the relevance really.",JunebugRx,1:29:48,0
WHEN IS THE LAWYER GOING TO FINISH ,Nicolle Fernanda Bermeo Trujillo,1:29:48,0
I love :red_heart: Johnny Depp,Hard to Handle,1:29:49,0
isnt this speculation? ,gabilejandra,1:29:49,0
"his no lying, his save him",młodzix naciak,1:29:50,0
please God don't let Amber win. she's a monster. an abuser. everything has to be her way in life. don't let her win this one,Nav K,1:29:52,0
🇧🇷:red_heart::red_heart::red_heart:,Milly Ramos,1:29:53,0
Am i the only one who thinks this is really unprofessional??,BrunoMadrigalsRat,1:29:53,0
No he didnt cut his own finger wtf ,wadyan xox,1:29:53,0
Johnny has really let himself goooooooooooo,Manj Sher,1:29:54,0
AMBER HURT JOHNNY,Claudia castañeda,1:29:55,0
Christi you are an amazingly strong lady! :hibiscus:,Amica And Lies,1:29:57,0
Amber bit his finger,la_Ta7zan,1:29:57,0
@Aditi S. YES THIS IS REALLY LIVE,Addi Talks True Crime & Trials,1:29:57,0
whats the deal with so many people loving a drug adict??,Yasmin Castro,1:29:57,0
@TFalcon She's being careful what she says. He's going to twist it if she doesn't,AkaRanunculus,1:29:58,0
Is Amber rich?,Excellent Cman,1:29:58,0
Big woop! Everyone in Hollyweird is late! Free Capt. Jack! :pirate_flag: :two_hearts::pirate_flag:,Indiana Michelle,1:29:58,0
Johnny Deppe never laid one hand in this broad !!!!!,Camo Cween,1:29:58,0
Amber Heard is literally on audio admitting to cutting his finger off,TheAlexPhilpott,1:29:58,0
JUSTICE FOR DEPP!!!!,Lycairii,1:29:59,0
Lol no one on the Jury believed Rotten Born,Freedom,1:29:59,0
"due to stress brought by defamation,Johnny gained weight",COD& TETRIS expert level gamer,1:29:59,0
justice for Johnny Justice for Johnny,Gloria senpai,1:29:59,0
Y’all no one is going to jail this is a civil case :face_with_tears_of_joy: ,True Crime Curator,1:30:00,0
"the court be like ""is that true that johnny ate eggs for breakfast in 2003 may?"" C :""I don't recall"" ""RIGHT JUDGE HE'S THE CULPRIT !!""",awana,1:30:01,0
"Ella no estaba cuando lo del dedo. Van a examinar evidencia. (Perdón si tardo, no me deja postear tan seguido)",Viridianne VR,1:30:01,0
Krissi Ali Good Mornin'... How u doin'??,AAMAZIN TRIBE,1:30:03,0
"What kind of questions are these,. WTH.",Dusty Girl,1:30:03,0
If we get tired of listening to this lawyer I can only imagine so will the jury ,Brookico,1:30:03,0
"GOT HERE LATE, WHAT'S GOING ON????????",Erna Fisher,1:30:04,0
Isn’t this the chick who lied about donating to charities.. ,WhOMaTTeRz✨💘,1:30:05,0
Can someone send a hitman to Amber,Mathijn D,1:30:06,0
Support Captain Jack Sparrow ,BXGamingTV,1:30:07,0
#justiceforjohnnydepp,Eva Huys,1:30:08,0
Cover up that he cut it himself I knd of believe that,Truthshoes101,1:30:09,0
go jonny deppp ,Summer Holmes,1:30:09,0
if amber wins ill kms,bububunny,1:30:09,0
"I new from the beginning when he dated her that amber wanted fam and money, I new this was going to end badly for jd.",Renee Mitchell,1:30:09,0
JUSTICE 4 JOHNNY DEPP:red_exclamation_mark::red_exclamation_mark::red_exclamation_mark::red_exclamation_mark::red_exclamation_mark::red_exclamation_mark::red_exclamation_mark:,Malu Tomaszek,1:30:09,0
"good job she didn't marry Elon musk, she'd be a billionaire.",reaper,1:30:10,0
JUSTICE FOR JOHNNY!!!,MISTER PUFF,1:30:11,0
JUSTICE FOR JOHNNY,Donut Click,1:30:12,0
Amber cut his finger off,Zoey Jafferally,1:30:12,0
permission to come aboard?,Richard Dukard,1:30:13,0
she's not organic with her answers. it's almost she's trying to cover something. just answer the simple question. that's it.,Mirage,1:30:14,0
:red_heart: johnny we support you,shinigami_sakura,1:30:15,0
"The need for confidentiality does not equal a ""lie""",Robin Hazen,1:30:15,0
i've loved Johnny since i was 4 and i never imagined that 16 year old me would be watching a trial to try prove he isn't an abuser,Crys Brigham,1:30:16,0
the false prophets will fall,Michael Crow,1:30:16,0
I can’t stand her lawyers!! ,Denise Stanley,1:30:17,0
this text again?,Farah H Adriani,1:30:17,0
This judge has no idea what’s happening ,Kyle Tompkins,1:30:17,0
this is borderline harassment ,vegeta,1:30:18,0
Yes he's gas lighting Johnny's sister !,Sea Shells,1:30:19,0
Amber Harm Johnny！,Elvellonwen,1:30:19,0
What are seeing here ! Haha,Omg Aunty Suzanne,1:30:19,0
JOHNNY we believe you:brown_heart::raised_fist:,Eva Dokoupilová,1:30:19,0
Why is Johnny’s sister still being grilled? This is exhausting. ,sunny1433,1:30:20,0
are we supposed to see that?,1 Big Boy Critic,1:30:22,0
JUDGE BIASED,Nicolle Fernanda Bermeo Trujillo,1:30:22,0
JOHNNY GOTTA USE THE BAD FINGER TO SCROLL THIS CHAT:pleading_face:,Melissa Nicole,1:30:23,0
JUSTICE FOR JOHNNY DEEP!!!!!!!!,ppp,1:30:23,0
His sister isn’t lying. She is very carefully choosing her words and answers. She’s a smart woman.,Susan Fontaine,1:30:24,0
Not this again ,Olivia99,1:30:24,0
funny how heards bruises wiped off with micellar water but Johnny had actual stitches!!! isnt her sister a make up artist not a very good one if she is!,Wight Queen,1:30:25,0
This again! ,Char.x,1:30:25,0
:upside_down_face::upside_down_face::upside_down_face::upside_down_face::upside_down_face::upside_down_face::upside_down_face::upside_down_face::upside_down_face::upside_down_face:DRUG ADDICTION IS NOT SYNONYMOUS WITH DOMESTIC VIOLENCE:goodvibes::goodvibes::goodvibes::goodvibes::goodvibes::goodvibes:,Elana Vital,1:30:26,0
Is that her phone number ,Alex Agnew,1:30:26,0
AH hurt Johnny ,Alicia Bisso,1:30:26,0
give this woman a medal for her patience,"Okay, sure.",1:30:26,0
who els loves johnny depp,spok07,1:30:27,0
Who wants to say my wife did it. He still loved her and was covering for her behavior,Mary D,1:30:27,0
Amber's phone number,Athar Qadri,1:30:27,0
Team heard is trash thats whats going on ,wadyan xox,1:30:28,0
"Go Johnny, we are with you:heart_with_arrow:",Dabria,1:30:29,0
JUSTICE FOR JOHNNY,Fay Robinson,1:30:29,0
JD is on a bender lmao,tjfleischer tv,1:30:29,0
JOHNNY DEPP WILL WIN THIS ,Whitewidowbaby,1:30:29,0
 text messages are weak evidence so easily altered or faked,Nolan A Hannigan,1:30:30,0
amber bit his finger,Tommy Bounds,1:30:30,0
THIS SHOULD NOT BE PUBLIC,Jenn Jordan,1:30:30,0
Sister on the stand,sm0ki,1:30:30,0
lots of people can be late,Annette Fice,1:30:31,0
I got aqua women’s number ,Scott Chambers,1:30:32,0
So what,Pmz,1:30:35,0
JUSTICE FOR JOHNNY ,roxy,1:30:35,0
Lawyer catching her in continues lies,TFalcon,1:30:37,0
If you listened to opening statements this is very relevant,Andi Spencer,1:30:37,0
LAWYER IS A JOKE,Chané Du Preez,1:30:38,0
look at all the women packing in the courtroom!!! Go Johnny !,Del Mar,1:30:39,0
Well I hope she has a different number. LOL,Shawn Somerville,1:30:39,0
WHAAARRRR ,El famoso Cato,1:30:39,0
Amber's clam got his finger,Gunnar,1:30:39,0
Even i know he's trying to twist her words to use them against her,SHARON'S SPIRITUAL SPACE,1:30:40,0
JUSTICE FOR JOHNNY DEPP:loudly_crying_face::loudly_crying_face::loudly_crying_face::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands:,capucha,1:30:40,0
there's so much covered tough?? how can they use that?,evie,1:30:40,0
some one needs to smack this lawyer ,Summer Holmes,1:30:41,0
this was established yesterday,Nothing,1:30:41,0
JUSTICE FOR JOHNNY :red_heart:,Erika Lissette,1:30:41,0
why is it all redacted?,Miss Bee,1:30:41,0
oo,Haonmilk,1:30:42,0
#JUSTICE FOR JOHNNY:thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up:,Claudia castañeda,1:30:42,0
justice for JD:gem_stone::gem_stone::gem_stone:,Chakavak_depp,1:30:43,0
Johnny had to lie and cover for her after she cut off his finger but it’s proven on audio and by his doctor that she did it,TheAlexPhilpott,1:30:43,0
this guy is off da PERC,Hack Baba,1:30:43,0
Johnny is going to get royally f***** from this trial. I can't believe he went forward with this lawsuit.,Max Frank,1:30:45,0
Yeah and they hide what Amber said !!!,wangatiny,1:30:45,0
JUSTICE FOR JOHNNY,Donut Click,1:30:46,0
Funny how they’ve blacked out ALL of her messages lol ,Bethany Thompson,1:30:47,0
Excellent Lawyer :balance_scale::balance_scale::balance_scale::balance_scale::balance_scale:,Smee,1:30:47,0
there is overwhelming evidence she is a trouble maker. so her fault. period,Belinda 007,1:30:47,0
Yeah no one is going to jail lol this is a civil case about an article,Lawn Guylanda,1:30:47,0
They forgot to redact her phone number lol,HOLLY CLINE,1:30:47,0
a thrown bottle will not sever a finger,Truthshoes101,1:30:48,0
We are all mad because he's talkibg in circles when evidence abt hus cut finger is even available online,JustSomeone,1:30:49,0
God will illuminate the wicked,sniderstyle,1:30:50,0
justice for johnny,leia,1:30:50,0
"@True Crime Curator I GAVE UP TRYING TO SAY NO JAIL TIME, THIS IS NOT A CRIMINAL CASE LOL",Addi Talks True Crime & Trials,1:30:50,0
he brought this on himself,la_Ta7zan,1:30:51,0
she was texting stuff and give anambra too much information that was her brother she should have been sharing all that information as she was his business manager he still going to win the case 1 WN,Tina Davis,1:30:52,0
Lmao Amber’s number is showing,Squidoo,1:30:52,0
and it's all blacked out,Kayla Moise,1:30:52,0
Johnny was on a bender....alcohol,Excellent Cman,1:30:53,0
"JUSTICIA PARA JOHNNY DEEP, EL ES LA VICTIMA",ppp,1:30:54,0
not this again,Tachi,1:30:55,0
"@JunebugRx very true, they need to point out it was given by a Doctor. ",Fromplefeet,1:30:56,0
he went through this yesterday,Ioana Satmari,1:30:57,0
I see right there her.,reaper,1:30:59,0
when did this start,Erna Fisher,1:30:59,0
i'm a bit confused,Crys Brigham,1:30:59,0
lawyers are jokes,1 Big Boy Critic,1:31:00,0
Sis isn't lying. She's in the hot seat. When in the courts hot seat you must be very careful at how you answer & respond,M1ND B3ND3R,1:31:02,0
No he did not cut his own finger .. AH threw a bottle of alcohol at him a few times then a big bottle and cut off his finger… go listen to the tapes ,Kentucky Chic,1:31:03,0
Rottenbottom keeps rephrasing the same pointless questions,Ki Po,1:31:05,0
So they are really ,XD GG,1:31:06,0
Depp nedds to fure his lawyer,Rhonda R,1:31:06,0
AMBER HEARD CUT JOHNNY DEPP'S FINGER,Nicolle Fernanda Bermeo Trujillo,1:31:07,0
SLOW DOWN THE CHAT DANG,lm m,1:31:08,0
"they showing everything she’s saying, and not amber???",Shahad •,1:31:09,0
why are they blocking what amber said,Olivia H,1:31:09,0
again ... BLOW IT UP (Rottenborne the terrorist):bomb:,EnglishMisfit,1:31:11,0
"@Addi Talks True Crime & Trials Hey, great job yesterday and today :hibiscus:",Amica And Lies,1:31:12,0
We went over this yesterday,Shawn Somerville,1:31:12,0
HOW IS THIS RELEVANT?!!!,Crutchkin Mama,1:31:13,0
Johnny is still hot! ,Indiana Michelle,1:31:14,0
AMBER CUT HIS FINGER!,Claudia castañeda,1:31:15,0
people go on benders every weekend,Emma Hodge,1:31:16,0
how about amber screaming 'I don't mean to do it'?,Farah H Adriani,1:31:16,0
EXCELLENT LAWYER!!,TFalcon,1:31:16,0
JUSTICE FOR JHONNY,Naomi Mendoza,1:31:19,0
THIS IS GAS LIGHTING his sister !!!!,Sea Shells,1:31:19,0
Brooo he said all this yesterday ,Jade Mack,1:31:20,0
Justice for Johnny :raised_fist::raised_fist::raised_fist::raised_fist:,B-Slap,1:31:20,0
OMG,Elvellonwen,1:31:20,0
yes! i called it,Nothing,1:31:21,0
@kimberly If she did then maybe she would have left Johnny alone. You know she just wanted the money,AkaRanunculus,1:31:22,0
STOP BEING A LAWYER DUDE,Melissa Nicole,1:31:23,0
BRO WE IN THIS AGAIN?!,PandaGirl,1:31:24,0
Esos son mensajes entre ella y Amber. Amber le dice que Johnny se está drogando y ella pregunta por los niños. Luego le dice “preocúpate por todo”. Objetan porque ya le preguntó ayer,Viridianne VR,1:31:24,0
so make him stop,Lynn Love n Light,1:31:24,0
"When you think the lovely, stable, peaceful quiet life with your faithful supportive spouse is not as exciting as life with your feisty side piece - remember The Trial of Johnny Depp #Truth #Paradis",Mojica Fitzgerald Kennedy's Rant66!,1:31:24,0
He went through this yesterday ,Char.x,1:31:25,0
JD on a bender lmao,tjfleischer tv,1:31:25,0
Sorry but there’s so much more context than just that ,Charlotte Howlett,1:31:26,0
LAWYER STOP COKE,Ranshe Byloluchshe,1:31:26,0
Here we go she already answered tf,Susan,1:31:27,0
@addie :skull::skull::skull::skull:,Lawn Guylanda,1:31:28,0
"GO JOHNNY GO JOHNNY GO GO GO JOHNNY GO GO GO JOHNY, YOU GOT THIS !!!!!!!!!!!!!!!!!!!!!!!!",ppp,1:31:28,0
"Went over this yesterday, awful lawyer ",TheAlexPhilpott,1:31:28,0
"""this is the day you will always remember as the day that Amber Heard almost won the trial"" :pirate_flag::pirate_flag::pirate_flag::pirate_flag:",Valerie Calorie,1:31:30,0
Good answer,Begitte Olsen,1:31:30,0
finallyyy,lexi roman,1:31:30,0
FINALLY,dillster77,1:31:31,0
JESUS CHRIST THIS AGAIN? MOVE ON BUDDY,MISTER PUFF,1:31:31,0
Didn’t they bring this up yesterday? ,K M,1:31:31,0
"@Burren Witch TY, GLAD YOU ARE HERE WITH US!",Addi Talks True Crime & Trials,1:31:32,0
are you kidding me,trysten,1:31:32,0
Thank god ,Dirty Riches Production,1:31:32,0
FINALLY,Awesome sauce,1:31:33,0
SHOW AMBER! ,Maxine,1:31:33,0
Tapes will prove everything,Tachi,1:31:33,0
thank God,Sherman Logan,1:31:33,0
NOT THIS AGAIN.,Ruby Armstrong,1:31:33,0
His sister is GREAT !!!,Omg Aunty Suzanne,1:31:34,0
DRUG ADICT!!!,Yasmin Castro,1:31:35,0
JUSTICE FOR JOHNNY DEPP:loudly_crying_face::loudly_crying_face::loudly_crying_face::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands:,capucha,1:31:35,0
THANK GOD,BrunoMadrigalsRat,1:31:35,0
OHH FINALLY,awana,1:31:36,0
Finally ,Shoham Aharoni,1:31:36,0
All the texts from AH make me think she’s been planning the set up from day 1,Paige,1:31:36,0
So are we going forget that audio with amber ,Whitney Brown,1:31:36,0
finally,Karla,1:31:37,0
Johnny we are with you:red_heart:,Anastasia Axel,1:31:37,0
Show everything or nothing come on why hidding only christi messages ???,wangatiny,1:31:37,0
Yazzz he’s sitting down ,Layla van den Hout,1:31:38,0
OMFG THANK GOODNESS,Annie Serra,1:31:40,0
Hola,Fatima Peralta,1:31:41,0
finally LOL,A Terbzz,1:31:41,0
loool we still at the coke and pop,The World Critic and gamer,1:31:41,0
She doesnt recall anything,TakeTheVibes,1:31:41,0
WOW THIS SURE IS RELEVANT!,1 Big Boy Critic,1:31:42,0
whooopp,Osman Çelik,1:31:42,0
STOP BOOS STOP COKE STOP PILLS :pill:,la_Ta7zan,1:31:42,0
FINALLY!!!!!!!!!,snakehands,1:31:42,0
about time jeez,Sky,1:31:43,0
Johnny has children and should have been more responsible,Excellent Cman,1:31:43,0
stop milk,Jess,1:31:43,0
can't even get his evidence right.. lmaothank god!!!,Kali,1:31:44,0
"everyone knows he's been addicted to booze, coke and pills forever",Richard Dukard,1:31:45,0
Finallyyyy,Bo Mapp,1:31:45,0
omg he seriously goinh through circles,shauna mcfarland,1:31:46,0
Finally,Shkitu0311,1:31:46,0
he is literally repeating himself how are we expected to make any progress,Abbie Ambler,1:31:47,0
f,Allanah Bevan,1:31:47,0
YSYYY,Keiraaa,1:31:48,0
I WANT TO HUG HIM,Zuzia Roszak,1:31:48,0
there are literally texts of johnny and his doctor that proves she DIDNT cut his finger off pls you are all ridiculous,isa,1:31:48,0
@Ronald Jeffers you sound just like Amber. do you have the tiniest knowledge of the DISEASE of addiction?,Pandora_369,1:31:48,0
Finally ,Liliana gonçalves,1:31:48,0
oh brother this guy stinks,Mango Bro,1:31:48,0
thank GOD!!,bububunny,1:31:48,0
FINALLY,Farah H Adriani,1:31:49,0
she would have had to have thrown a broken bottle then,Truthshoes101,1:31:49,0
"how can these be received as evidences, there are portions of sentences we see nothing of",Nora Girl,1:31:49,0
Johnny is 58 and strong,Belinda 007,1:31:50,0
NEVER FEAR TRUTH:white_heart::gem_stone::blue_heart:,Chakavak_depp,1:31:50,0
Because Amber was insistent that Johnny was doing so not because she knew anything...,Gloria Thornton,1:31:50,0
you gotta give it to him hes using everything he can to twist her words,gabilejandra,1:31:51,0
finally omg,Freja Ekberg,1:31:51,0
A LISTERS all do it apparently.,reaper,1:31:51,0
THANKS GOD HE GAVE UP GEEESSS ,Eye-Style Optical,1:31:52,0
YAY,Jenna Going,1:31:52,0
Halilujah ,miamigrl57,1:31:52,0
FINALLY SOMEONE WITH COMON SENSE,Poogiii,1:31:52,0
FINALLYYYYYYYYYY,Blue Moon,1:31:53,0
"He’s reappearing again, because either he’s trying to trip her up, or he has nothing else. Lmao",Princess Smiley Face,1:31:53,0
amber would make anyone go onn a bender,brian morby,1:31:53,0
THANK GOD! :face_exhaling: ,Amica And Lies,1:31:54,0
He was talking about this yesterday ,Caroline Dorroh,1:31:56,0
phew!,Chloe M,1:31:57,0
Ya terminó con las preguntas. Ahora va el turno del equipo de Johnny. ,Viridianne VR,1:31:57,0
"thank the good lord above, he's done. ",Lynn Love n Light,1:31:57,0
Wow they really had nothing ,Kris O,1:31:57,0
Finally,Nicole Wilmot,1:31:58,0
THANK GOD HES GONE,Emily Cx,1:31:58,0
YAY,El famoso Cato,1:31:59,0
#JUSTICEFORJOHNNYDEPP :red_heart: :red_heart: ,Anesa Hrustemovic,1:31:59,0
HEE NEEDS TO WIN ,Summer Holmes,1:31:59,0
OMG FINALLY SO ANNOYING ,PandaGirl,1:32:00,0
sheesh this dude,Enigma,1:32:00,0
Hang I. There Johnny ,Denise Chaoub,1:32:01,0
I feel she just went along with Amber yo shut her up,Mary D,1:32:01,0
About time,Penelope,1:32:02,0
LOVE YOU MR.DEEP,ppp,1:32:02,0
FINALLY,Tish.14,1:32:02,0
finally thanks god,Ranshe Byloluchshe,1:32:03,0
Depp needs to lock himself in treatment for 2-3 years .. get new people ,Smee,1:32:04,0
HER LAWYERS NAME IS ROTTENBORN,Erna Fisher,1:32:04,0
judge all confused,Summer Sunrise,1:32:05,0
Finallyyyy,Tamzin Olivia,1:32:05,0
Finally,Isabella Leal,1:32:05,0
Yo is thT her phone number lmao,Krabby,1:32:06,0
"Hello, who is suing who???",Carmen Uzueta,1:32:07,0
FINALYYYYY GOOOD,K A R O L I N A,1:32:07,0
Find out where you can watch Law&Crime Network In your area or even on YoutubeTV! https://lawandcrime.com/where-to-watch/,Nightbot,1:32:08,0
Can we have another witness please ,Charlotte Howlett,1:32:08,0
finally he's done,huneyoo,1:32:08,0
I hope they show and prove all her drug and alcohol use at this time also bc this is their main thing and it’s bs!! It doesn’t show he’s violent bc he did drugs and drank!!,Denise Stanley,1:32:08,0
he looks so tired,shinigami_sakura,1:32:08,0
Amber has lied so mutch why is it even a question put her in prisson shes already broke the law,Fay Robinson,1:32:09,0
Lawyer trying to brainwash the jury with repation,Coins in the Cushion,1:32:09,0
God i hope they use all the audio clips in this case,Mathijn D,1:32:10,0
ALREADY?????,Olivia H,1:32:11,0
JUSTICE FOR JOHNNY,Roselyn B.,1:32:11,0
Hopefully they make another pirates lol,Stella Martinez,1:32:12,0
Justice for Johnny Depp !!! :red_heart:,K M,1:32:12,0
THE JUDGE IS BIASED ,Shahad •,1:32:12,0
alleged :rolling_on_the_floor_laughing:,Andi Spencer,1:32:12,0
Oh here he goes!,Char.x,1:32:12,0
whos wimmimg there isnt a scoreboard???,J,1:32:13,0
do yall think they would nclude that audio of Amber as evidence to the jurors? I hope so,y.villa,1:32:13,0
I like this lawyers glasses,Pmz,1:32:14,0
finally he’s gone,Lyla Morelli,1:32:14,0
Where’s the sound?,Marina F,1:32:15,0
"LAWYERS WILL CONTINUE TO ASK QUESTIONS DIFFERENTLY UNTIL THEY EITHER GET THE ANSWER OR ARE TOLD ASKED AND ANSWERED, MOVE ON...IMO",Addi Talks True Crime & Trials,1:32:16,0
I love it when she has to lean over Johnny,Mace Windu,1:32:17,0
Justice for Johnny :oncoming_fist:,J E,1:32:17,0
oh thanks,Polina,1:32:18,0
yaya,Haonmilk,1:32:19,0
thank god oh my god he had been going on for about 4 hours all together ,luna a,1:32:19,0
thank god he is gone,Melaniejj,1:32:20,0
"Ok yes good Job lawyer, keep speaking up and no more stutter! stand the ground!",Tachi,1:32:20,0
akksks,Suarez Cabrera Carlos Enrique,1:32:21,0
YES,bluestinkycheese,1:32:21,0
finally,beulah 🇬🇧,1:32:21,0
FINALLY,Haley McBeth,1:32:21,0
WTF,lol,1:32:22,0
Yeah！！！,丢丢,1:32:23,0
 siii al fin,Eliana Fernández,1:32:23,0
L JUDGE,Mango Bro,1:32:24,0
talks about his finger and goes back to drugs uhhh what?,Cynthia Chaira,1:32:25,0
this judge holy,bobo 616,1:32:25,0
is the judge on drugs?,Frogglemuffin,1:32:25,0
here we judge man at it again,Nothing,1:32:26,0
oh he's leading but the other guy didn't mmmkay,Lucinda Mason,1:32:26,0
omg finally,lynzi elle,1:32:27,0
GET THEM BEN <3,beabookworm,1:32:28,0
Leading wtf no way homeboy before him was leading,Haley B,1:32:29,0
who's done:warning::warning::warning::warning::warning::warning::warning:,Valerie Calorie,1:32:30,0
Rotten Guy was leading in 95% of his questions!,snakehands,1:32:30,0
this lawyer :skull::skull::skull:,Playz YTS,1:32:32,0
THIS JUDGE OMGGG IS SHE GETTING BRIBED?,Faith,1:32:34,0
YOU GOT THIS GILBERT GRAPE!!!,MISTER PUFF,1:32:34,0
RottenBorn lmao,SHARON'S SPIRITUAL SPACE,1:32:36,0
7 million and she chooses this attorney,Gabrielle Sholes,1:32:37,0
OML FINALLY ,Elissa Sevier,1:32:39,0
Can someone explain why as of yesterday the attorney was referring they as Johnny 's sister and today he is using Mr and brother??,Nicole Bellina,1:32:39,0
Depp has money. I hope to god his lawyer is the best!,Bethany Thompson,1:32:40,0
"I bet the other lawyer will say ""OBJECTION"" a lot",aia,1:32:40,0
This judge is bad at objections. Good god.,Ally Tabb,1:32:40,0
WOW JUDGE,Kayla Moise,1:32:40,0
FINALLY,Saime Kaymak,1:32:41,0
What’s happening ,Zakia,1:32:41,0
Where is this happening ??,Eliza Underwood,1:32:41,0
He is always going to butt in,Emily Cx,1:32:41,0
ROTTENBORN,Chloe M,1:32:41,0
saying correct after every question is so annoying,James Stewart,1:32:42,0
:cherry_blossom::cherry_blossom::cherry_blossom:we believe you johnny:cherry_blossom::cherry_blossom::cherry_blossom:,Chakavak_depp,1:32:42,0
Rotten born is right :face_with_tears_of_joy:,Mary D,1:32:43,0
omg yess,Bianca Stocker,1:32:43,0
That he is not the abuser she decribed！,Elvellonwen,1:32:45,0
whos winning??,J,1:32:46,0
The defense is trying to pull her testimony out of the gutter,Truthshoes101,1:32:46,0
Rotten Born.... that should be key lol,Gloria Thornton,1:32:47,0
LOL! wow.... definitely a biased judge... sustains him but not the defense,cr4ckrocksteady,1:32:47,0
All I can see from her legal team is extreme desperation… it’s nearly like they want her to lose ,EnoughAlready,1:32:47,0
ey thats a good lawyer,Fay Robinson,1:32:48,0
Judge is so biased:face_with_raised_eyebrow:,Penelope,1:32:48,0
This is the best lawyer Johnny could get. ,Vince G.,1:32:49,0
Amber is a victim of Johnny Depp,Manj Sher,1:32:51,0
This poor guy. ,Just Looking,1:32:51,0
Rottenbottom is trying to bore us all the death,Ki Po,1:32:52,0
FINALLY,Sydney 🇺🇦,1:32:52,0
This is awful that they can use people's emails against them in personal issues like this. ,albert lucientes,1:32:53,0
is it frozen for anyone else,Sarah Orlando,1:32:53,0
weird gold digger stalked him.,reaper,1:32:54,0
CAN'T LEAD IN DIRECT OR REDIRECT... OKAY TO ASK LEADING QUESTIONS IN CROSS THO,Addi Talks True Crime & Trials,1:32:55,0
"i'm trying to decide if i like depp's attrney, the one that's up now.",Lynn Love n Light,1:32:56,0
This is all he got?? ,Olga Olga,1:32:57,0
wont be surprised faith,robofunky,1:32:57,0
Johnny looks like he needs a break for some more Coke!!!!! ,Jody Formosa,1:32:58,0
Boy! A 2 Year marriage and 7 years in court ,Omg Aunty Suzanne,1:32:58,0
Pregunta si ella dijo que sabía del alcoholismo de Johnny. Luego pregunta sobre lo que dijo de que Amber exageraba las cosas,Viridianne VR,1:32:59,0
OBJECTION incoming in 3..2..1..,Hack Baba,1:32:59,0
Virginia ,Jayde,1:32:59,0
rottenBORED,lynzi elle,1:33:00,0
FINALLY THE PEACE,KI YELLOW,1:33:01,0
NEW JUDGE. She seems exper,Nizaliath,1:33:01,0
Rotten to the core,Paige,1:33:01,0
I hope they bring up when she was smirking when someone mentions that amber hit Johnny ,Tamzin Olivia,1:33:02,0
JONNY IS SLAYYINGGF,Summer Holmes,1:33:02,0
He will probably overdose someday if he doesnt help himself,Smee,1:33:02,0
she knows exactly when and what those texts we about,Regina Hyman,1:33:02,0
now every objection will roll WubTF i wonder why ,A Terbzz,1:33:03,0
finally,eon zenox,1:33:04,0
AHAHAHAHA,Hoa du mal,1:33:07,0
#,F3L7P4D's Smooth Gaming,1:33:08,0
"this judge is bribed, AH lawyer was leading in soooo many of his questions",The Nightingale,1:33:08,0
"Wow, what an interesting name. :face_with_rolling_eyes:",greenbeagle13,1:33:10,0
fin,qviiera,1:33:11,0
this Johnny Depp lawyer needs to step up his game...,Del Mar,1:33:11,0
