messages,all_authors,timestamps,money
put Ashley jay in Jail too,jack,7:08:36,0
Jonny was in the bathroom,Jimbo93,7:08:36,0
easter spirit hahaha,ReekaRanda,7:08:37,0
Amber deserves jail time ,Julie Hitchcock,7:08:39,0
imagine he says no,Lana Sedić,7:08:39,0
@janiebabbbyy JD supporters claim that AH pooped on the bed as a FU to JD. :grinning_face: I think the DNA came back as non-human though. Still funny.,Elizabeth Bathory,7:08:39,0
Is she wore “amica” cream that day why would she be asking Isaac to LOOK AT HER FACE. ,Amber Amber,7:08:40,0
"VINN, WE ARE HANDLING THINGS, ALLOWING COMMENTS JUST ASKING FOR SPAM TO BE AT A MINIMUM. I TURN ON THE BOT TO CHECK AND SO FAR SO GOOD",Addi Talks True Crime & Trials,7:08:41,0
AH YES ,CWC,7:08:41,0
its good that I can follow the case on here bicouse they don't give it on Belgium tv only that it is bissy,silvia specht,7:08:41,0
yes xddd,Luciana Ruiz Rojas,7:08:43,0
yes,vegeta,7:08:43,0
walk the plank Amber! hope you find sea turtles mate:victory_hand::woman_raising_hand::woman_raising_hand:,Melissa Nicole,7:08:43,0
Amber heard him say yes,Michael O Rourke,7:08:44,0
Don’t forget the audio of her going to his hotel right after she filed the TRO wanting him to hold her while she took a nap. Yeah she was in fear for her life she’s such a liar. ,Shelly Brown-sellers,7:08:44,0
Yes,Sara Mountford,7:08:45,0
yes yes yes,Francisca Cavalcante,7:08:45,0
OMG THEY SAID SOMETHING ELSE :grinning_face_with_sweat:,Annie Serra,7:08:45,0
hannah bowers hello ,Sarah x,7:08:45,0
LMFAOOOOOOOOO NOT SUBMISSIVE AND BREADABLE,Paige Ross,7:08:47,0
JUSTICE FOR DEPP,Céleste CHEVRIER,7:08:47,0
are we gonna see the footage? or am I too late?,Leon Bogman,7:08:47,0
HE SAID NO,Toni Louise,7:08:47,0
No????,A R,7:08:48,0
Yes,LinPaylor633,7:08:48,0
Amber looks so guilty? YES,Cyborg,7:08:48,0
JAIL FOR AMBER JAIL FOR AMBER JUSTICE FOR JOHNNY,hellangelic,7:08:48,0
AMBER WRITING NOTES SAYING I WILL SLEEP WITH U IF U GET ME OUT OF THIS:face_with_tears_of_joy:,SURVEILANCENETWORK C.I.A,7:08:49,0
MARK WHALBURGG,Mickey Mike,7:08:49,0
:sparkles::sparkles::sparkles::sparkles::sparkles:JUST LETTING YALL KNOW THIS TRIAL WILL TAKE A MONTH OR LONGER:sparkles::sparkles::sparkles::sparkles::sparkles:,Healing Abyss,7:08:49,0
only psychos :pile_of_poo: on people's beds,Bella Caramella,7:08:49,0
"Why not show the video, where AH is kuddling with E Muski in the elevator, just wearing a sheet?! ",bodil høegsberg,7:08:52,0
Imma have to watch this for five weeks? Month. Worth it. I need to know the info #NFT #JUSTICEFORJOHNNYDEPP #:red_heart:,Ainslie Booth,7:08:52,0
CHICKEN LITTLE I MISSED YOU ,Lara cope,7:08:52,0
who Is the witness,Christine rose,7:08:52,0
Wow he said no,Lisa Vargas,7:08:52,0
 #JusticeForJhonnyDepp,Jailynbradley,7:08:52,0
"likely, hung jury attorneys get paid everyone walks away",Tiger Shark,7:08:53,0
summer sunrise ..haha...robot was stuck.,Paula Ammons,7:08:54,0
who is that guy?????,Brian Lorenz,7:08:54,0
Why would anyone tell Jonny to just take it in the balls and let it destroy his good name?,Gail,7:08:54,0
yes,Nyx Maximoff,7:08:55,0
did she poo in the bed on purpose,ITcanB,7:08:56,0
It's not a criminal trial.,Sapphire,7:08:56,0
YES-Man,galaxc,7:08:57,0
Brandon how much she paid u to say “YES” everytime? ,Clara Camarda,7:08:57,0
Lol I left for like 4 hours I’ve missed a lot ,zephrinezell☽,7:08:57,0
I've been trying to work out who is asking the questions the whole time :face_with_tears_of_joy:,Donna Bowman,7:08:58,0
*YES*,Shelly Depp,7:08:58,0
who is talking ?,Del Mar,7:08:58,0
No ,Dani Titan,7:08:58,0
he said no,Caramello,7:08:59,0
they did this before court started? ,⭐️blossom,7:09:00,0
Contexto: dice que Adam Waldman ex abogado de Johnny le ayudó con su declaración pero no lo influyó en nada,Viridianne VR,7:09:00,0
"ITS A VIDEO, ITS NOT LIVE",dsadasdas,7:09:00,0
HE SAID NO,Evelina x,7:09:01,0
LET'S GO BRANDON :clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face:,Anwaar's Tarot,7:09:01,0
Where is bro :rolling_on_the_floor_laughing:,Ashley Ferdinand,7:09:01,0
Oh my goodness he said no,izzzzyyyy,7:09:02,0
JUSTICE FOR AMBER,Satan,7:09:04,0
Justice For Depp !!!,𝓥𝓲𝓷𝓷,7:09:04,0
"As a survivor of DV, Amber appears to be the aggressor. ",SassafrasKath,7:09:04,0
I feel like I’m taking crazy pills.. they are not showing the footage how is anyone supposed to actually follow along,Kari Smith,7:09:05,0
GUYS WHO IS BRANDON WHATS GOING ON,kalopsia,7:09:05,0
"if ypu need help, please say : YEEEEEEEEEEEEES",Mary Stfl,7:09:06,0
SOMEONE STAND UP AND GO SMACK AMBUSSY,talia normand,7:09:07,0
WHAT NO,MAI,7:09:08,0
justice for Amber :raised_fist::raised_fist::raised_fist::raised_fist::raised_fist:,gokeep,7:09:08,0
how is everyone on team Depp? I don't get it..,Caroline,7:09:08,0
Ask him if amber is guilty ,Creepy Spider,7:09:08,0
TAKE A DRINK FOR EVERY YES HE SAYS!,Talia Al Ghul,7:09:09,0
How does everyone know she was lying???,Corn Pop,7:09:09,0
it's not march 2,Shane O'Neill,7:09:10,0
Maine Women > Texas Women,NurRayArt,7:09:10,0
amber + prison is my favorite ship so far :weary_face:,savilia,7:09:11,0
OMG HE SAID NO,alexe,7:09:11,0
amber can :middle_finger::middle_finger: Johnny win and get justice :red_heart::pleading_face::folded_hands::four_leaf_clover::hundred_points:,Sophia goulden,7:09:11,0
JOHNNY WORKS NOT HAVE TO ENDURE THIS!!! I HOPE SHE GOES TO JAIL WHEN HE WINS!! ; THAT IS SERIOUS ALLEGATIONS :cherry_blossom:,ItsComplicated🦋,7:09:12,0
"Just FYI all - Patterson is answering ""yes"" because he has been called simply to authenticate security video from the ECB building where Heard and Depp lived during their marriage ",Angenette Levy,7:09:13,0
Finally a NO,ash,7:09:13,0
Wow he finally said no,thedawniscoming,7:09:14,0
who’s talking??!!!,Isabella harrison,7:09:15,0
this tchat is ridiculous ,Létha,7:09:16,0
HE SAID NO WHAT,a ty co,7:09:16,0
@Ashley Lay ....GET OUT OF HEEERREEEEEEEEEE,DINAAA L,7:09:18,0
that sas a BIG NO,Mina Jdmr,7:09:18,0
OMG HE SAID NO:face_with_open_mouth:,Gay b!tch🏳️‍🌈,7:09:18,0
WE GOT A NO,Abbygail Martinez,7:09:20,0
Does anyone know who Brandon is testifying for???? ,K M,7:09:20,0
Yes ,Sara Mountford,7:09:21,0
who would poopin someone's bed?:nauseated_face::nauseated_face::face_vomiting:,Daniel8279,7:09:22,0
Amber is NOT the victim Johnny is,Julie Hitchcock,7:09:23,0
when will this guy finish,Danielle Leeper,7:09:23,0
Phony Hollywood trial to distract.,KingJohn,7:09:25,0
what diper brand amber uses?,Sinz83,7:09:26,0
"Amber had a baby to make her look better in the judges eyes. Her thinking is, a new mum won’t get locked up! Lol she still may end up in court with Elon,he didn’t want the embryos with her anymore. ",Amica And Lies,7:09:27,0
I'M GOING TO BE HEARING THAT IN MY SLEEP :sleeping_face:,Annie Serra,7:09:27,0
HES FINALLY LEARNT MORE WORDS THAN YES :O,theo,7:09:27,0
Amber :red_heart:,Lorra,7:09:28,0
oh my god this woman destroyed his life,Nicoly Brenda,7:09:30,0
am i hearing things or did he say no ?,Hannah Allard,7:09:31,0
Justice for Johnny:four_leaf_clover::four_leaf_clover:,Endorine,7:09:31,0
JUSTICE FOR JOHNNY,fnafismylife,7:09:31,0
bring on the poop,vegeta,7:09:32,0
OMG HE SAID NO,J Rod,7:09:32,0
A NO! FINALLY,galaxc,7:09:34,0
who's the guy are taking?,Brian Lorenz,7:09:34,0
JUSTICE FOR JOHNNY,Federica 99,7:09:34,0
@Satan why,Eesa Ahmed,7:09:36,0
He said Nooooooo:smiling_face_with_heart_eyes::star_struck::face_blowing_a_kiss::smiling_face_with_hearts::smiling_face_with_halo:,Dani Titan,7:09:36,0
whats chicken littles name,Lara cope,7:09:37,0
I’m always on team “we don’t poop in our beds”,Lisa Vargas,7:09:41,0
WHO SAID HE LOOKED SUBMISSIVE AND BREEDABLE ,AlienSnott,7:09:41,0
omg he said no??,xXChloXx,7:09:41,0
NO??? HE SAID 'NO'?!!!,NurRayArt,7:09:42,0
He said something other than yes? Is this the same guy?? :face_with_tears_of_joy:,Princess Smiley Face,7:09:42,0
The YES guy said NO,Niddia Rodriguez,7:09:42,0
someone better make an Amber x Prison fanfic,Amelia mccartney,7:09:42,0
nnnnnnnn..yyes,Summer Sunrise,7:09:44,0
AMBUSER ,zephrinezell☽,7:09:45,0
JUSTICE FOR AMBER,Satan,7:09:45,0
"question the man well, is a video right?",Luciana Ruiz Rojas,7:09:47,0
#justiceforJohnnyDeep:white_heart::white_heart::white_heart::white_heart::white_heart::white_heart:,Isela Gallardo,7:09:49,0
HOW CAN THEY DO THIS BEFORE TRIAL BEGINS? WHOS EVIDENCE IS THIS LOL,⭐️blossom,7:09:49,0
YES GOWANNN,Fatima Patel,7:09:50,0
"I can't even:tired_face:. listen to recordings, interview L'Oréal managers tf",aeipthys,7:09:50,0
whew..,Paula Ammons,7:09:50,0
whoever supports amber are trolls. ,savilia,7:09:52,0
SLAP AMBUSSY ANYONE,talia normand,7:09:52,0
No good,DanKO,7:09:52,0
Wiat said no to what,Ainslie Booth,7:09:54,0
IS THERE STILL PIZZA?,CWC,7:09:54,0
Team Johnny,Number 1 Dad,7:09:55,0
yesn't,Adam Lovegood,7:09:55,0
Ambers a good digger ,Julie Hitchcock,7:09:55,0
@Ashley Jay he is not a woman beater I know a woman beater when I see one I been through it,Creed Vicera Channel,7:09:55,0
Johnny suffered domestic violence. He was the victim not her and she’s the one that should go to jail :pouting_face::pouting_face::pouting_face::pouting_face:,Caroline Dorroh,7:09:56,0
How is all this relevant?,Helin Mehmet,7:09:57,0
YES GUY FINALLY SAID NO??,Paige Ross,7:09:58,0
the man in the suit is killing me,Kiya Dow,7:09:59,0
JUSTICE FOR JOHNNY DEPP,Nicolle Fernanda Bermeo Trujillo,7:09:59,0
Omg finally a NO,Hevi Mohsin,7:10:01,0
Only another Narcissist would stick up for another Narc Like Amber ,Jae Jett Estrada,7:10:02,0
HE SEES THROUGH WALLS,Jessica Wessica,7:10:02,0
who's lawyer is this?,el light,7:10:03,0
"He said no, ofc. Johnny never paid for the statement lol",the ford,7:10:03,0
I never thought the word No would be so refreshing.,Max Sloan,7:10:04,0
Yes,Dadge42,7:10:04,0
@SASSA WHEN I GET FRUSTRATED I DO USE PROPER GRAMMER..:face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes: WHO CARES...DONT SINGLE ME OUT ITS 27K PEOPLE IN HERE!,Julie Williams,7:10:04,0
Jail for amber,MC .Woodall,7:10:05,0
is Johnny asleep LOL,Troy Spartan,7:10:05,0
@satan OFF :sparkling_heart:,Sarah x,7:10:06,0
@Satan - Now THIS is an endorsement that makes perfect sense. You two go together like peanut butter and chocolate. ,Jaded Gal,7:10:06,0
who is asking the questions!!! Someone pls tell me,thedawniscoming,7:10:06,0
"CONSIDERING this is the plaintiffs case in chief, I'd say all witnesses right now would be called by the PLAINTIFF.",Christy In The Carolinas,7:10:07,0
Amber :red_heart:,Lorra,7:10:07,0
@Burren Witch :bullseye::bullseye::bullseye:,nancy drew,7:10:07,0
:socialdist:,ash,7:10:09,0
Justice for Johnny Depp :smiling_face_with_hearts:,Kristina C.Enoksen,7:10:10,0
THROW AMBER IN JAIL,ATV STUDIOS,7:10:10,0
JUSTICE FOR JOHNNY,fnafismylife,7:10:10,0
JOHNNY :two_hearts:,𝓥𝓲𝓷𝓷,7:10:11,0
"Typical for the woman to be dismissed and vilified. Have you people seen and heard the tapes,?????",Michelle Abbott,7:10:12,0
THAT WAS ME I Sid that,Tae’s Feet,7:10:12,0
I could go for some pizza ,JBrownOCU,7:10:13,0
is Johnny suing Amber as well?,Beth,7:10:13,0
löl,MAI,7:10:15,0
"all about the $ Benjamins, neither party will face ",JIMMY,7:10:15,0
people who support Amber are bots,Amelia mccartney,7:10:16,0
Johnny Deep is a different guy.,HOTR,7:10:17,0
Justice for Johnny ,Amber Amber,7:10:18,0
Who is on just now,Daisy Daisy,7:10:18,0
going to mcdonalds yall want anything,vegeta,7:10:18,0
who's side is this person on???,Emilyy98,7:10:18,0
SEND AMBER TO JAIL,Mac & Friends,7:10:18,0
JUSTICE FOR JOHNNY AMBER TO JAIL SHES AN ABUSER,hellangelic,7:10:19,0
Ambuser ,J Rod,7:10:20,0
HEY BRENDON WASSUP? YES,Bingo Ović,7:10:21,0
Stop all this and pay up ,Tator Boy Miss BB,7:10:22,0
Omg the same s*** said for an hour ,Traya,7:10:22,0
another paid witness,gokeep,7:10:26,0
Bro just show the vid of amber admitting to hitting Johnny ,Daniel Griffin,7:10:26,0
she literally LOOKS GUILTY I DONT GET IT HER FACE SAYS IT ALL,Fatima Patel,7:10:27,0
Why would they ask if Johnny paid them,Danielle Russell,7:10:29,0
this is the job they gave the interns ,⭐️blossom,7:10:31,0
Johnny's like a puppy how's he a woman beater,Sinz83,7:10:32,0
This is a recording of this man’s deposition ,Lisa Vargas,7:10:32,0
"Every time she enters a building ppl should yell ""AMBER ALERT!""",OneMeanArtist,7:10:33,0
@Beth yes,random kilo,7:10:33,0
Omg is this guy on AHs side? No mames,R C,7:10:34,0
I can't stand this judge,Ash Maz,7:10:34,0
bruh this man has no answers,SuperRamen54,7:10:34,0
Are they in favour of either yet??!?!?:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,zephrinezell☽,7:10:35,0
Wow this process is so slow ,Julie Hitchcock,7:10:35,0
Amber don't have 50 million,tammi nichols,7:10:35,0
Yes,Dadge42,7:10:36,0
Justice for Mr.Depp,Nicolle Fernanda Bermeo Trujillo,7:10:36,0
yes= I don't recall,natalieieie,7:10:36,0
Ambuser ,Helenanzv,7:10:37,0
"shall I go to Mackies or stay, incase he says NO",AJ,7:10:37,0
But she went ahead and got someone to carry the baby. God forbid she gets pregnant and has to actually carry the baby! Elon may still drag her through court over this ,Amica And Lies,7:10:37,0
This portion of the trial is long and tedious ,Patricia Alvarez,7:10:38,0
He’s Johnny…course he’s late !,Karl Eldritch,7:10:39,0
Sigue traduciendo lo importante porfa,Isabel Guzman,7:10:39,0
I could go for some pineapple on pizza ,Del Mar,7:10:40,0
Who is Brandon testifying for,K M,7:10:40,0
lol,Paula Ammons,7:10:42,0
Bring me some large fries ,Kate,7:10:42,0
"Johnny Depp in ""YES.""",Mickey Mike,7:10:43,0
how can you get a good night's sleep with poo in the bed?,ITcanB,7:10:44,0
JUSTICE FOR AMBER,Satan,7:10:45,0
jail for Amber,Baby Pilli,7:10:46,0
#justiceforjohnnydepp,Dani Titan,7:10:46,0
sorry but Amber fans can go to jail with her :kiss:,Elica M,7:10:48,0
not only women are vitoms bith men to and on this case is mr depp a victem,silvia specht,7:10:48,0
We need to celebrate the no,galaxc,7:10:49,0
amber 6666,Hossein Hashemi tolouni,7:10:49,0
CORNELIUS LMFAOOOOO,Paige Ross,7:10:50,0
"I haven't been watching for long, but the loop of these questions is unnerving. I enjoyed Depp's sister testimony though.",Hajer A.A,7:10:50,0
WHATS CHICKEN LITTLES NAME SOMEONE PLEASE,Lara cope,7:10:51,0
Is Trinity Esparza her atty? ,LG,7:10:51,0
Justice For Johnny!:raised_fist:,vitaminC7657,7:10:51,0
Wow Amber Heard needs reading glasses?,TawnyC,7:10:54,0
This guy is a terrible witness,brooksie3211,7:10:55,0
Is Amber guilty and deserves jail time? Yes,meme yeol,7:10:56,0
Amber :red_heart:,Lorra,7:10:56,0
amber is not going to jail. can some of yall be more rationale,"Trials, True Crime, and Justice ",7:10:56,0
Good,Beth,7:10:58,0
brendkn whats the opposite of yes? yes,Bingo Ović,7:10:58,0
Stand With Johnny Depp :two_hearts:,𝓥𝓲𝓷𝓷,7:10:58,0
I want pasta,aeipthys,7:10:59,0
JUSTICE FOR JOHNNY :red_heart:,Federica 99,7:11:01,0
his whole testimony- Yes,Summer Sunrise,7:11:01,0
@hellangelic What if Johnny loses? Would you want him to go to jail? :astonished_face: ,Elizabeth Bathory,7:11:02,0
They are trying to trick Brandon!,WeylandsWonders,7:11:02,0
r these witnesses going in ambers or johnnys favour???,Fatima Patel,7:11:05,0
this poor man ,⭐️blossom,7:11:05,0
did you get paid ummmmm,gokeep,7:11:05,0
TRADUSCAN MALITOS,Cesar Aguirre,7:11:06,0
Justice for amber ,Vanessa E,7:11:07,0
Gosh they aren’t gonna get anywhere or make any progress with these questions,Sarah Elisabeth,7:11:11,0
Of course Satan is for Amber :face_with_tears_of_joy::face_with_tears_of_joy:,Princess Smiley Face,7:11:11,0
chicken little duh,squidsart,7:11:11,0
Chicken littles name is chicken little,Toni Louise,7:11:11,0
Hey amber is a hotty with money lol ,Tator Boy Miss BB,7:11:12,0
FUNNI CHAT :pile_of_poo:,DanKO,7:11:13,0
is brandon on Amber’s side??? or JD’s,Larissa,7:11:13,0
@CWC sorry I ate all the pizza :pizza::pizza:,Donna Bowman,7:11:13,0
put ashley with amber in jail,jack,7:11:13,0
#JUSTICEFORJOHNNT,fnafismylife,7:11:14,0
JUSTICE FOR JOHNNY,Ainslie Booth,7:11:14,0
Being a feminist doesn’t mean supporting Amber ,thedawniscoming,7:11:15,0
justice for johnny boy ,Kevin Ruesch,7:11:15,0
EVERYONE SAY WILLY WONKA :raised_fist:,xXChloXx,7:11:16,0
Welcome to the YES Network,Dytunck,7:11:16,0
Bring in Will Smith to slap tf outta Amber,OneMeanArtist,7:11:17,0
No jail time for anyone,TFalcon,7:11:17,0
scamber,Baby Pilli,7:11:18,0
Est-ce que Vanessa Paradis va venir témoigner pour Johnny Depp ?,Veronique Begot,7:11:18,0
MABER FOR PRISON 2022,Hevi Mohsin,7:11:18,0
No one knows what happens behind closed doors. Even Johnny may not fully remember on his drugs and alcohol. ,MrDbirch,7:11:18,0
@satan get off amber is the abuser johnny needs justice ,Sarah x,7:11:18,0
Are they in favour of either of them yet??:green_heart::green_heart::green_heart:,zephrinezell☽,7:11:19,0
nobody is going to jail yall :grinning_squinting_face:,Melissa Nicole,7:11:19,0
Amber for Prison ,Joe N,7:11:19,0
UMMMM...,Paula Ammons,7:11:22,0
FREE AMBER FROM THE DEPP,Satan,7:11:23,0
Yes,Dadge42,7:11:23,0
Ambuster for JAIL for DESTROYING LIVES ,J Rod,7:11:26,0
"@ the ford don’t feed it. It’s like amber, just wanting attention! ",Amica And Lies,7:11:26,0
RC was it “the dog” or her,Whamy 1993,7:11:26,0
@Isabella S. no,CWC,7:11:26,0
:pirate_flag::skull_and_crossbones::green_heart::shamrock:,Michelle McKenna,7:11:27,0
#justiceforjohnnydepp ,Kasey Weston,7:11:28,0
Amber ,Lorra,7:11:28,0
they are just asking the same questions just rephrasing ,Hannah Allard,7:11:28,0
No se acuerda de las fechas o la conversación que tuvo con un tal Cornelius sobre Amber,Alejandra Lopez,7:11:29,0
literally the only people supporting amber are toxic women as well,Zepugmaster Pug,7:11:29,0
#justiceforjohnnydepp,Dani Titan,7:11:29,0
Who is Brandon testifying for??? ,K M,7:11:29,0
He needs to look more interested in trial. ,Carol V,7:11:30,0
"OMG, DID THE PAINT DRY YET?",Jack Connors,7:11:32,0
just joined where exactly are we?,brisaa _,7:11:33,0
omg,Arya Stark,7:11:35,0
whos answer?,Pierina Alayo,7:11:35,0
no one is being charged with a crime so there is no jail this is a civil case about money,Tina Miller,7:11:35,0
− 50 mio KEKW,mommysboiii,7:11:36,0
Who’s amber?,Maryam Rahimi,7:11:38,0
JUSTICE FOR JOHNNY ,Daniela Echavarría,7:11:38,0
lol so much lies,Francisca Cavalcante,7:11:39,0
who is using the video footage as evidence against who,Kaitlynne Walters,7:11:39,0
"Bring Johnny's buddy back, that was fun!!!",nancy drew,7:11:39,0
@Ashley Jay Why?,Eesa Ahmed,7:11:39,0
Justice for amber ,Vanessa E,7:11:40,0
Justice for johnny Justice for johnny,aeipthys,7:11:40,0
oop,Susan,7:11:41,0
JAIL,Alvin Chao,7:11:41,0
Johnny Deep Forever,Luis Roberto Aguilar Zarate,7:11:46,0
"pooofff...bring issac back, i'm bored",zahra taati,7:11:48,0
OMG THEY ARE THE ONES THAT PUNCHED HER,R C,7:11:49,0
Ambers makeup artist did her dirty :skull:,Hevi Mohsin,7:11:50,0
Free Amber from Depp? :face_with_tears_of_joy::face_with_tears_of_joy: ,Princess Smiley Face,7:11:50,0
Yall toxic feminists in the comments please stop as a feminist PLEASE STOP ,Ainslie Booth,7:11:50,0
Depp is Wife beater,Joe 3033o,7:11:51,0
Wow,Leslie Harrison,7:11:51,0
Both need to grow up ,Karl Eldritch,7:11:52,0
Florida girl what's a bot?,Diane Brown,7:11:52,0
ALGUIEN SABE DE QUE HABLAN ?,Cesar Aguirre,7:11:52,0
you love her* ,scotty beem,7:11:53,0
Not there being people on ambers side…,AlienSnott,7:11:55,0
AMBER IS A NOBODY,SURVEILANCENETWORK C.I.A,7:11:56,0
JUSTICE FOR JOHNNNNYYY!,fnafismylife,7:11:57,0
JUSTICE FOR JOHNNY!!!!:raising_hands::raising_hands::raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:,NNA,7:11:59,0
Yes,Dadge42,7:11:59,0
@Donna Bowman I BROUGHT MORE :pizza::pizza:,CWC,7:11:59,0
justice for johnny,diogo reis,7:11:59,0
how long would this trial process be?,Terry Oma,7:12:01,0
Free Johnny :red_heart:,Alejandra Medrano,7:12:01,0
a man can tell if a woman has makeup :lipstick:on because they look different to if they didn't have makeup on and any guy knows that,Jason Horrocks,7:12:02,0
Amber :red_heart:,Lorra,7:12:02,0
Does anyone know who Brandon is testifying for??? ,K M,7:12:03,0
FREE AMBER SHE IS INNOCENT,Satan,7:12:04,0
@RC was it amber or “the dog”,Whamy 1993,7:12:04,0
Amber Heard is a Succubus!!!!:firecracker::firecracker::firecracker::firecracker::firecracker::firecracker::firecracker::firecracker::firecracker:,vitaminC7657,7:12:04,0
look at Amber's face people,Cyborg,7:12:06,0
Johnny Depp justice for him ,Brooke Depp,7:12:06,0
how tf do you guys not know who amber is when your watching this,Bella_T,7:12:06,0
Law & ‘yes’ crime network :yawning_face:,Char.x,7:12:06,0
will Elon and James Franco be in court??????? in which side?????????,somebody i used to know,7:12:07,0
AMBER FOR JAIL,Federica 99,7:12:07,0
pow,scales18,7:12:08,0
willy wonka,xXChloXx,7:12:09,0
@nancy drew He was so fun!!!,Melissa Nicole,7:12:09,0
JUSTICE FOR JOHNNY,HighWayStudios,7:12:10,0
@Kaitlynne Walters against Amber. ,Lady Love,7:12:11,0
I HAVE A GOOD VOCABULARY TRUST:face_savoring_food:,Julie Williams,7:12:11,0
i cannot believe people are invested in this garbage.,Justin Schneider,7:12:11,0
justice for Johnny!!:folded_hands:,ledzepgirlnmful,7:12:12,0
@brisaa _ we currently listening to yes man,galaxc,7:12:12,0
:yawning_face::yawning_face::sleeping_face: :zzz: ,Instant Karma,7:12:12,0
Cancel Amber,nancy drew,7:12:12,0
justice for JD,Larissa,7:12:13,0
She's obsessed with him,Beth,7:12:13,0
amber is very but very ....,Everything is Here,7:12:14,0
#BRING ISAAC BACK,zephrinezell☽,7:12:14,0
nooo,Paula Ammons,7:12:16,0
Do y'all see that guy in the back. He feels comfortable :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Endorine,7:12:17,0
They are interrogating him now!,WeylandsWonders,7:12:18,0
THEY PUNCHED AMBER ,Vanessa E,7:12:18,0
@Ainslie Booth LITERALLY ,random kilo,7:12:19,0
people on Amber's side smell like old cheese,aeipthys,7:12:20,0
johnny we love you ,Titou Kron,7:12:21,0
JUSTICE FOR JD :red_heart::black_heart::red_heart::black_heart::red_heart:,Sarah x,7:12:21,0
yes yes yes,Summer Sunrise,7:12:21,0
JUSTICE FOR JOHNNY,Courtney Tarrant,7:12:22,0
Gracias Alejandra López,Gabriel MG,7:12:22,0
AMBER WILL WIN!,TFalcon,7:12:23,0
CHATS THE BEST!!!!!!!!!!!!,Jack Connors,7:12:24,0
we are fans off fameus people but we don't know them in person buth I think mr depp did not do it,silvia specht,7:12:27,0
@Ainslie Booth right. like i’m a feminist but i’m not gonna support a women in this case like amber ,Hannah Allard,7:12:28,0
Who’s talking now???,Mira Maria,7:12:28,0
AMBER IN JAIL,brisaa _,7:12:28,0
Give Amber life sentence !!!!,Eesa Ahmed,7:12:28,0
Here’s some popcorn: :popcorn: :popcorn::popcorn:,amy whittaker,7:12:29,0
Yes,LinPaylor633,7:12:29,0
he sister punch her in face ,Johnnviper,7:12:29,0
love you johnny,Weston,7:12:31,0
:buffering::buffering: why u say yes dude ,Kittykaty,7:12:31,0
"So, when is the pit fight going to happen ?",Power2All,7:12:31,0
It’s abt money not time,Betty Lanns,7:12:32,0
Who is talking??,Magda Douzi,7:12:32,0
savvy strange yup got that b on mute :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Bella Caramella,7:12:33,0
Джонни давай :red_heart:,Екатерина П,7:12:33,0
Is this guy guilty?,Judith Moreira,7:12:33,0
good night dear sweet dreams btw there's poo in the bed,ITcanB,7:12:34,0
WHOS SIDE IS HE ON,hannah everett,7:12:34,0
WHOEVER IS ON AMBUSSY'S SIDE CAN GO AND JUMP. LIKE TF ARE YOU ON?,Paige Ross,7:12:36,0
@Lady Love thank you hun,Kaitlynne Walters,7:12:36,0
@satan yeah because you tell the truth lol :face_with_tears_of_joy: ,Amica And Lies,7:12:36,0
Justice for Johny Dep<3,Nate. Kulmbach,7:12:37,0
Amber ,Lorra,7:12:38,0
He is a witness called from Johnnys side,Dontfckcare,7:12:39,0
Amber is a Succubus!!!,Mary Freeman,7:12:40,0
#JusticeForJohnnyDeep,Marcos-player 1.0,7:12:40,0
brandon is testifying for johnny,HighWayStudios,7:12:41,0
Weirdo alert,JIMMY,7:12:41,0
LA HAMBRE LEYENDO UN LIBRITO JAJAJAJA,Cesar Aguirre,7:12:42,0
at what time starts again?,ANA PAOLA PEREIRA - ECHEVERRIA,7:12:42,0
JUSTICE FOR AMBER,Satan,7:12:42,0
@lorra @ashley jay :pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo:,linda F,7:12:42,0
AH JAIL ,THEWOLFNINJA,7:12:43,0
@Lara cope you are not at the Live Chicken Coop,Daniel Thyme,7:12:43,0
JUSTICE FOR JOHNNY,g6k,7:12:43,0
isaac would never bore us like this,vegeta,7:12:44,0
"omg this ""yes man"" is getting on my nerves.",lila Christensen,7:12:44,0
There are better streams,Boney Tony,7:12:45,0
Justice for JD.:green_heart::pirate_flag:,zephrinezell☽,7:12:45,0
IF AMBER DOESNT HAVE 50 MILL SHE CAN JUST ASK ELON FOR IT ,Julie22,7:12:46,0
THANKSYALLL,Ainslie Booth,7:12:46,0
"who protect Amber? pls why ?? look at she , she is just an acrtess this everything what she made ist just a show",Réka Borbás,7:12:46,0
Buch of little kids on here,Mary Jane,7:12:47,0
Someone call the Ambulance,Dadge42,7:12:48,0
:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:someone just asked “who’s Amber” on her…:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Karen R,7:12:49,0
@CWC what kind did you get? :pizza:,Donna Bowman,7:12:50,0
