messages,all_authors,timestamps,money
Johnny Depp is having flashbacks of having fun :smiling_face_with_hearts:,Isabella korva,4:52:03,0
AMBER ALERT:speaker_high_volume:: Amber is the abuser,mooncake,4:52:03,0
She started fight but she didn't say anything about that to newspapers,Rickard Bergquist,4:52:04,0
I think she needs to choose her words carefully. I dont want Johnny to lose this ,Justine Webster,4:52:04,0
weed is fineeee,Pudding4hunny 2824,4:52:04,0
420,Drache erklärt die Welt,4:52:05,0
20x,M T,4:52:05,0
Is weed legal in va? Medically? ,Melissa Arnold,4:52:06,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Looney,4:52:06,0
That’s a lot of coke,Katana Garcia,4:52:06,0
That’s not too bad .. weed and sugar booger.. ,Brown Eyed Girl,4:52:07,0
Amber did drugs too,Lady Luck,4:52:07,0
rip,Bart,4:52:08,0
Lawyers do coke... so what's the argument lil,Angel Santana,4:52:08,0
"20 times 1,000,000",Ms x Murda,4:52:08,0
Everyone in Hollywood takes drugs at least once i their lives. Thought that's obvious.,Shush_It_,4:52:08,0
Who is she? ,Tais Fierro,4:52:09,0
"I've always loved Gina, she's an amazing friend. always got Johnny's back",ok and??,4:52:09,0
Maybe Ambers family should testify how she was at home!!,Amy Hall,4:52:09,0
drugs has nothing to do with it at all,carly,4:52:10,0
It’s not the weed… it’s all the addictive drugs that he has a problem with. ,Lucky,4:52:10,0
we all know depp has done drug,Capt Gblade,4:52:10,0
LIAR,Hype Factory,4:52:11,0
WE ARE TALKING HOLLYWOOD PEOPLE PLZ LOL :face_with_tears_of_joy: ,Instant Karma,4:52:11,0
Go Gina Deuters :grinning_face:,Caroline Dorroh,4:52:12,0
Free the herbs,Duppy Hunter,4:52:12,0
Caligreen that's not exactly a secret,Corinne,4:52:12,0
that's not a lot,Rita Moon,4:52:12,0
Drugs doesn’t equal abuser ,FPChris,4:52:13,0
At least she honest :skull:,Isabelle 🖤,4:52:13,0
Why would johnny pay someone to tell his substance abuser,Hanna Ollila,4:52:13,0
She’s honest which is good she’s not trying to boast Johnny up to much which will also help his case ,jordan humphrey,4:52:14,0
SO MANY PEOPLE USE DRUGS.... WHY ARE YOU SURPRISED?,Zeynep Cristiana,4:52:15,0
"no surprise, all hollyweird is drugged up ",LadyNYC211,4:52:15,0
doing drugs means nothing,jadoredepp,4:52:17,0
420,Miguel Flor Salcedo,4:52:17,0
Yikes ,Theresa Capozzi,4:52:17,0
Bruh we all are on coke weed and drunk rn no biggie ,Teddy G Beats,4:52:18,0
People were drugged up don't help in relationships,Blue T,4:52:18,0
what a question!,Tay,4:52:18,0
You weren't with him ALL the time either.,Crown Royal,4:52:20,0
I just got back who’s this woman,Mais Xo,4:52:22,0
Alrededor de 20 veces lo ha visto. Dice que no es algo regular. 20 veces en los últimos 10 años que Johnny ha consumido alcohol,Viridianne VR,4:52:22,0
who's she,mary,4:52:22,0
So about twice a year.,Susan Fontaine,4:52:23,0
Bruh what’s up with them asking about drugs like that’s all they asked about yesterday,Lydia Corniea,4:52:24,0
special occasions ,MettaData,4:52:24,0
:green_heart::green_heart::green_heart::green_heart::green_heart: AQUI É PALMEIRAS! :green_heart::green_heart::green_heart::green_heart::green_heart:,UPcel Proteção e Estilo ao seu alcance!,4:52:25,0
20 times over 10 years bruh,da3m0n88,4:52:25,0
omgggg,Cathal McMullan,4:52:25,0
"honest, good",athinamjd,4:52:26,0
"wow, come on doesn't everyone celebrate with cocaine LMAO",Alexza,4:52:26,0
Of course they will make it about drugs and not The other evidence ,Abi T,4:52:26,0
At least she isn’t lying ,Anja Husebo,4:52:27,0
are they late they trying to hold up the trial?,Angel Schooley,4:52:27,0
its johnnys team asking this.. they are doing that for a reason,AFC Beast,4:52:27,0
Hahha ,joseph treacy,4:52:28,0
Over 20 times in 17 years isn’t a lot ,Ebony,4:52:28,0
LOL,Whats Good,4:52:28,0
WHO ISNT ON DRUGS IN HOLLYWOOD?,Addi Talks True Crime & Trials,4:52:29,0
Who is she?,Elvellonwen,4:52:29,0
wtf gina,meli depphead,4:52:29,0
weed is legal is California so who cares,joana lorenzo,4:52:31,0
"DEPP CANT STOP MOVING IN COURT, HES WITHDRAWALS ARE OBVIOUS ",Caligreen420,4:52:31,0
lol,BlitzKreig,4:52:31,0
both amber and him do it chill,Hero,4:52:31,0
"SO WHAT IS RIGHT,, SAMMY J,,,,",Trevor Stewart,4:52:33,0
JUSTICE FOR JOHNNY,NNA,4:52:33,0
BRO IS SHE SLOW,Kimchi Icecream,4:52:34,0
she’s honest thats good ,Haneen,4:52:35,0
"Depp is extremely handsome, just saying..",J D,4:52:36,0
"Snoop Dog smokes weed too ,so what it makes you chill",Soleil Deas,4:52:36,0
blaze it,Drache erklärt die Welt,4:52:37,0
"WOW, ALL THE DRUGS AND BOOZE",Excellent Cman,4:52:37,0
Johnny never hid the fact that he has problems with drugs and alcohol. ,Ninaofthe90s,4:52:37,0
SHE IS BEING HONEST,Nicolle Fernanda Bermeo Trujillo,4:52:38,0
xDDD,Ludo Anderz,4:52:38,0
We are with you Johnny :red_heart: :heart_suit:,Emily Roulett,4:52:38,0
Bueno al menos todos coincidimos incluido sus amigos cercanos de que él consumía drogas y de qué era un adicto ,Alessandra López,4:52:39,0
i’ve done coke. who cares ,malin pritchard,4:52:39,0
don’t forget that amber was also said to do cocaine,bree sklors,4:52:40,0
Justice For Johnny Depth!!,Yours Truly,4:52:40,0
that's not alot of coke believe me,Robin Doré,4:52:40,0
Who is this? ,LG,4:52:41,0
JUSTICE !!For Johnny Deep :pirate_flag::compass::green_heart:,Marcos-player 1.0,4:52:41,0
He only responds when cocaine engages him first,UnderAgeDave420,4:52:42,0
"oh dear ,she's to honest",Evert adams,4:52:43,0
Let’s goooo GiNA wooohooooo,Cinder Ella Supports Johnny Depp,4:52:43,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Looney,4:52:43,0
Actors doing coke? Nooo,FPChris,4:52:44,0
they all drink liek what he is trying to get at here i don’t get it,Mars,4:52:44,0
naja im bundestag wird ja auch gekokst,JulyKiss,4:52:45,0
Everyone is on drugs in LA ,Ciao,4:52:46,0
Amber alert :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Melissa Arnold,4:52:46,0
who is she?,vivian,4:52:47,0
 So many artists and actors use drugs. It’s not a big deal :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Katherine Cate Raycraft,4:52:47,0
Most people want to get high if they can,Dan Plays Bass,4:52:47,0
she's high now can't sit still,Melanie Taylor,4:52:49,0
lady pls be careful w your words :loudly_crying_face: ,Vanessa Amador,4:52:49,0
lol true,el light,4:52:49,0
ALCOHOL IS LEGAL STOP WITH THAT CRAP,poozepoo,4:52:50,0
funny people saying they rely on Depp for money when all Amber's family an friends lived rent free in Depps accommodations like bums.,mlc,4:52:51,0
Did he srsly asked whether she knows him?!,galaxc,4:52:51,0
:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Shubham,4:52:51,0
Y’all act like celebrities don’t do drugs or drink. :grinning_face_with_sweat:,Brooke B,4:52:52,0
johnny coke head beats woman,@SernaT.D.E,4:52:53,0
jadordepp- you mean doing drugs mean nothing in Hollyweird,Blue T,4:52:53,0
Is JD still with the 20 something gogo dancer ,Tuxtin Nikko,4:52:54,0
EVERY WITNESS ON JD PAYROLL,TFalcon,4:52:55,0
we all did cocaine,Someone,4:52:55,0
She’s being honest and that’s the important thing. ,Rebecca Laarman,4:52:56,0
ive done more coke than that lol,April C,4:52:56,0
They just wanna use his drug use and drinking against him ,TDawgy-Dawg,4:52:57,0
Heroin and adrenochrome are his favs .. just admitting to LESSER things ...,Sylph OftheWildWoods,4:52:57,0
"Love Johnny and justice for Johnny, but disappointed he takes drugs after what’s happened in the Viper Room with River Phoenix.",mooncake,4:52:57,0
"@Sara Rossborough-Muhammad you are just reaching for straws im sure she can hit pretty hard. Its ok you will feel better when you follow the evidence and realize what she really is , a monster.",Andrea,4:52:57,0
amber did drugs to,Living D3adGirL,4:52:58,0
@Addi talks True,Aldene Ygoña,4:52:59,0
She is so cute thou,Miguel Flor Salcedo,4:52:59,0
Good that he’s getting the drugs out first ,Sonja Fowler,4:52:59,0
HES THE GOAT LET HIM CELEBRATE WITH A LITTLE POWDER,Matthew Barhou,4:52:59,0
this has nothing to do with the trial,KongSkullIsland,4:53:00,0
 PEOPLE DO DRUGS AND ALCOHOL SO WHAT,Hiii,4:53:00,0
mod speaking facts fr ,paintedlady,4:53:03,0
honesty is the best policy,username,4:53:03,0
IF HE'S WITHDRAWING MAYBE BECAUSE HE'S TRYING HUS BEST TO STOP TAKING DRUGS????,I'mHere!,4:53:04,0
Shes just shy and nervous,TrickShot Fame,4:53:04,0
who is she,macarena gallardo,4:53:04,0
THEY'RE ESTABLISHING HE IS NOT VIOLENT ON COKE,swimninja,4:53:06,0
Using drugs or drinking doesn't mean you hit people,Butterfly Love,4:53:08,0
"Everyone takes coke, except me of course ",Sammy J,4:53:08,0
She is not high,Soleil Deas,4:53:09,0
Aya naon iye teh....,grunge7,4:53:10,0
"twice a year, and y'all think he is an addict. lol ",MettaData,4:53:10,0
She is honest it’s great,Sarah D,4:53:12,0
Cocaine is a helluva drug,Ballroom,4:53:12,0
coke after a gig ≠ abuser wtf yall. stop,alexe,4:53:13,0
g,Aimee Knox,4:53:14,0
"@Elvellonween She is Gina Deuters, she and her husband are friends with Johnny and worked with Johnny on many films. ",Ebony,4:53:14,0
THESE QUESTIONS,Nicolle Fernanda Bermeo Trujillo,4:53:14,0
"everyone here hating on her, but she has to be honest",Kaassouffle31,4:53:14,0
NOWWW you are getting to point,BlitzKreig,4:53:14,0
LOTS OF DRUGS IN HOLLYWOOD,Excellent Cman,4:53:15,0
Amber did mushrooms ,minh anh maii,4:53:15,0
Good point Addi you open our eyes ,larabachamelion,4:53:16,0
Disney approves of alcohol and drugs. LMAO,Crown Royal,4:53:16,0
Justice for Dohnny jepp,Lydia Corniea,4:53:16,0
Doing coke isn’t gonna tell the judge if he did anything ,Abigail Hunt,4:53:16,0
<—-I’ve been sober a long time but this is making me want a joint and a line ,Meme's Sweet T,4:53:17,0
Dice que no hay mucho cambio entre el comportamiento de Johnny tomando cocaina o alcohol. Dice que Johnny aguanta bien el alcohol,Viridianne VR,4:53:17,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Looney,4:53:17,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart: PALMEIRAS!,UPcel Proteção e Estilo ao seu alcance!,4:53:18,0
oof,Nigel,4:53:19,0
@Someone is u famous?,Kellie_N,4:53:19,0
she fit,Phil,4:53:19,0
i am sure amber has done them alsoi have a friend that is a total jerk when he drinks but he never hits anyone,Nancy E,4:53:19,0
YESSSSSSS,meh.,4:53:19,0
Is this johnnys new woman ,Amanda Smith,4:53:20,0
Coca Cola big problem,D B,4:53:21,0
:snowflake: :snow_capped_mountain: :cloud_with_snow: :snowman:,MOON,4:53:21,0
ooooooo i like certain question they ask her,SinNchu Tsab,4:53:21,0
hot tbh,Alina Nicolae,4:53:21,0
Not the drugs and alcohol,ScreamingZombies,4:53:22,0
LOL,LadyNYC211,4:53:22,0
"None of this matters. Weed and alcohol are legal. Coke now and then , so what?",Susan Fontaine,4:53:23,0
@Melanie Taylor Probably,Dorene and Ron,4:53:23,0
Nope drugs are not good,Rickard Bergquist,4:53:24,0
He becomes drunk ,Lord Have Mercy,4:53:24,0
they make seem that drugs are so normal....wow plz kids at home drugs are NO good!,Alexza,4:53:26,0
It’s normal for celebrities to do cocaine!! Geez,Theresa Malcolm,4:53:28,0
he better wins this,Ambika,4:53:28,0
Cocaine-one is too many and a thousand is not enough,Truthshoes101,4:53:28,0
If you want to know what a person is really like look at the ethics of care that person practices and what kind of people are close to him.,Nuff,4:53:28,0
"Everyone in Hollywood are in the same boat Drugs, alcohol. :face_with_rolling_eyes:That don't make him a evil man.",Mayte R,4:53:30,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Nissa Peony,4:53:31,0
she's so pretty,Violet Blackmar,4:53:31,0
Toxic toxic relationship ,Reyna,4:53:32,0
They all do addi,Naz N,4:53:32,0
"They speak of it like it's admirable stuff, do they kids?",Blue T,4:53:32,0
Johnny isn’t aggressive and can get clean and sober!,Amy Hall,4:53:32,0
Coke is a helluva drug ,Penny Pixie,4:53:33,0
DECRIMINALIZE weed Federally,BC Barnett,4:53:35,0
He’s an alcoholic so of course he holds it Well. He said he has blackouts!! ,Lucky,4:53:36,0
Amber did loads of drugs so does this not apply to her as well? Double standards,Zeynep Cristiana,4:53:36,0
I wanna drink with johnny depp,yewu,4:53:37,0
WHO IS SHE,macarena gallardo,4:53:38,0
Acts like Jack Sparrow…,RealStone Cuttr,4:53:39,0
proving every hollywood actor takes cocoine,master10ize,4:53:39,0
they were all high most of the time,daniel Bobberson,4:53:41,0
Their just trying to make him look bad for doing drugs. Has nothing to do with the case.,Jona Writes,4:53:42,0
CAN ANYONE SEE ANYTHING????,Angel Schooley,4:53:44,0
@Max Salas ,darkshine,4:53:44,0
#JusticeForJohnny :hundred_points::hundred_points::hundred_points:,Gracia Farhana Gilbert,4:53:45,0
I tried Coke once and the ice cubes got stuck in my nose ! :face_savoring_food:,Benz Radio,4:53:45,0
love how honest she is ,Emily J,4:53:46,0
GINA WOOOOHOOO GO GIRL,Cinder Ella Supports Johnny Depp,4:53:46,0
DRUNK DRUNK,Excellent Cman,4:53:47,0
His LIVER is F'ed,BlitzKreig,4:53:47,0
this trial is making me angry and violent,UnderAgeDave420,4:53:47,0
what did she say until now?,Delia Consuela Modiga,4:53:47,0
"Amber does Drugs too, so how insults against Johnny and drugs is kinda pointless lol",EQ KnoX,4:53:48,0
"Amber did Ecstasy, Coke & Shrooms ",suku,4:53:48,0
@amanda smith his assistant’s wife ,Creepy Spider,4:53:48,0
Spit it out!,Laurie Saconi,4:53:50,0
people seem to be too invested in this case when they dont even know johnny depp or his ex personally,Camry3,4:53:50,0
"Dice que nunca lo ha visto completamente ebrio, no que ella recuerde ",Alessandra López,4:53:50,0
Oh wow ,Joanne H,4:53:52,0
James Franco was bringing drugs to Amber,Soleil Deas,4:53:52,0
Are they gonna use voice recordings?,Abi T,4:53:53,0
What she said ? I didn’t hear her description ,Lynn Sud,4:53:53,0
BLACKOUTS NOT VIOLENCE :face_with_rolling_eyes:,I'mHere!,4:53:54,0
Jen Psaki loves margarita’s :rolling_on_the_floor_laughing:,86RoyalHIGHness,4:53:54,0
"Dice que no lo ha visto tan borracho, que Johnny no bebe en exceso. No lo ha visto ponerse violento o enojado sobrio ni alcoholizado",Viridianne VR,4:53:55,0
Probably a lot of wine moms on the jury. ,Paula Scott,4:53:55,0
LIKE WHO'S NOT USING DRUGS ON HOLLYWOOD??,Aldene Ygoña,4:53:55,0
She lied ,Caligreen420,4:53:56,0
FOR JOHNNY:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Looney,4:53:58,0
LETS GO BST GIRL,Someone,4:53:59,0
You better win this Johnny!!!,Elvellonwen,4:54:00,0
I WISH CELEBS DIDNT SELL FOR FAME,Kellie_N,4:54:01,0
Does Amber have anyone on her side? I’m pretty sure not even her sister believes her,Naiya papaya,4:54:01,0
Wow she’s not a very expressive witness with her words,Theresa McLean,4:54:02,0
Half of Washington D.C. does coke.,Mz Liz,4:54:04,0
Miss Laura lmao,Alina Nicolae,4:54:05,0
"@macarana gallarado She is Gina Deuters, she and her husband are friends with Johnny and worked with Johnny on many films. ",Ebony,4:54:05,0
Ask Kate Moss that question,LaFord Girl,4:54:06,0
she lied,Ppstorm,4:54:07,0
Who is testifying ,Nikki Jones,4:54:09,0
WINA,Sanna Freire,4:54:10,0
saí daí palmeiras clube pequeno sem mundial,Thales Verissimo,4:54:10,0
so,Violet Blackmar,4:54:10,0
"Johnny has been around for years, I’ve never seen accusations that he was physical or violent ",cherylb2008,4:54:12,0
She's being truthful :red_heart:,Sea Shells,4:54:14,0
JUSTICE FOR JOHNNY:green_heart::green_heart::green_heart:,sophia,4:54:15,0
I‘d like some coke rn,darkshine,4:54:16,0
She's so nervous,Tay,4:54:16,0
Who in Hollywood hasn’t done this stuff and many have done way more.,kcee,4:54:17,0
JUSTICE FOR JOHNNY :red_heart:,Shani Xo,4:54:17,0
Establishing character and behavior when under the influence.,Walking with Heather,4:54:17,0
I am watching pirates of the Caribbean at the same time,Saga Ståby,4:54:18,0
what did I miss,Laaso,4:54:18,0
I'm sure amber does it too. birds of a feather flock together,Michelle D,4:54:19,0
lots of people were using coke in those days :thinking_face: :face_with_rolling_eyes:,Rita Moon,4:54:20,0
I like her ,j t,4:54:20,0
acts like Jack Sparrow on coke :face_with_tears_of_joy:,Robin Doré,4:54:20,0
# JUSTICE FOR JOHNNY # JUSTICE FOR JOHNNY # JUSTICE FOR JOHNNY,Kat Kitty,4:54:20,0
TO TO TODAY JR.,WOLVES DEN CREATIONS,4:54:21,0
I LOVE KATE MOSS,Excellent Cman,4:54:21,0
she's very pretty,Simo Bran,4:54:22,0
Spain stands with Johnny 🇪🇸 ,Giorgia Faye,4:54:23,0
"Johnny does drugs yeah, but Amber does too.",mooncake,4:54:24,0
Johnny Depp :red_heart:,Anne Nascimento,4:54:24,0
Imagine defending amber :clown_face::clown_face:,maryam mirza,4:54:24,0
she looked to left BIG LIE,911Member MasterKush,4:54:24,0
/@Sara Rossborough-Muhammad theres the projecting again. ,Andrea,4:54:25,0
Conoció a Amber en el set de The Rum Diary. ,Viridianne VR,4:54:26,0
cocaine? I feel l ike this trial is in 1982,Aidan Stewart,4:54:27,0
euw not her name being laura,Laura Belin,4:54:27,0
He needs a spot of purple to get the day started we all do ,Teddy G Beats,4:54:28,0
Coke is very 80s,Paula Scott,4:54:30,0
oh know sweet lied :crying_face:,mommysboiii,4:54:30,0
I take these witnesses with a grain of salt since they are all BFF's with JD,Tickled Pink Music,4:54:31,0
She is honest good thing,J E,4:54:32,0
"I like this lady, she seems so sweet :smiling_face_with_smiling_eyes:",5666788,4:54:32,0
"@Creepy Spider thank you friend for this info, I’m late getting on here today to watch ",Amanda Smith,4:54:34,0
Who doesn’t do cocaine in Hollywood! ,J D,4:54:35,0
Drugs don’t equal violence wtf ,Lauren Lewis,4:54:36,0
justice for johnny,amberly,4:54:36,0
" It doesn't mean anything if she never seen him get violent because she is a friend, it's different in the home with close relationships.",Blue T,4:54:37,0
Is that a good movie? ,Ciao,4:54:38,0
@Nikki Jones gina linetti,Ppstorm,4:54:38,0
The What ... Run Diary ???? Huh,Alisa,4:54:38,0
Usually being high isn’t the problem coming down off of drugs is when people are hard to deal with,Christine Dailey Price,4:54:38,0
Enough with the questions. Pay attention o do your research.,Susan Fontaine,4:54:38,0
Hollywood is the drug capital of America lets be fr.,Trey Lange,4:54:39,0
Sounds like Richard Dreyfuss is doing the cross exam hahaha,Erome,4:54:39,0
We shot?? :face_with_tears_of_joy: ,Lucky,4:54:40,0
she looks so nervous ,g6k,4:54:40,0
Ouid,Lilith,4:54:40,0
why Kate Moss?,Alejandra Pérez,4:54:40,0
I love MILK,Shubham,4:54:41,0
i think shes kinda nervous,Chris baka,4:54:41,0
JUSTICE FOR JOHNNY:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Looney,4:54:42,0
drugs in the art world always have it doesn't mean anything,Marcos-player 1.0,4:54:42,0
Most importantly he's not violent,Butterfly Love,4:54:42,0
the embarrassment of amber fans,username,4:54:45,0
this whole thing has made me wanna chill and drink with depp,yewu,4:54:45,0
Find out where you can watch Law&Crime Network In your area or even on YoutubeTV! https://lawandcrime.com/where-to-watch/,Nightbot,4:54:47,0
Johnny is a good guy…sorry this is happening to him :slightly_frowning_face:,Theresa McLean,4:54:48,0
isnt this the age of even addicts deserve respect??,Nancy E,4:54:48,0
Who side is she on?,mad Moe,4:54:48,0
@Nikki Jones She is Gina Deuters,Ebony,4:54:48,0
AH abuses #METOO for a platform just like EVR. It is really sad.,Hadassah Tannenbaum,4:54:49,0
Amber told the marriage counselor SEVERAL times that SHE hit Johnny. ,FPChris,4:54:49,0
very 80s,Robin Doré,4:54:50,0
:rose::rose::rose::rose::rose:,dodgingbullets,4:54:51,0
wouldn't you be nervous? 34k+ people are watching your testimony ,Wiktoria Krawczyk,4:54:52,0
I wanna drink some rum with JD :smirking_face:,86RoyalHIGHness,4:54:52,0
#StandwithJohnnyDepp,KongSkullIsland,4:54:52,0
Finally someone honest,Isabella korva,4:54:53,0
lol,Connor Mac Nessa,4:54:54,0
SHES LOOKING AT THE JURY,Excellent Cman,4:54:54,0
#justiceforjohnnydeoo,Saga Ståby,4:54:55,0
How much time left of there break ,Sabrina Alexandria,4:54:55,0
She looked to the right not left lmao,Katherine Cate Raycraft,4:54:57,0
drugs doesn’t make someone abusive ,Zeenat Patel,4:54:58,0
The rum diary is a movie ,Lynn Sud,4:54:59,0
@911Member MasterKush That means nothing. ,Tyler Keen,4:55:00,0
"so what if he does not want to get ""clean and sober"" leave him alone about it some people like weed lay off him. ",Andrea,4:55:02,0
Justice for Juicy ,Penny Pixie,4:55:02,0
@Alisa The Rum Diary,SweetDreamz,4:55:03,0
no entiendo,Carla alejandra Rodriguez,4:55:04,0
if only the movie wasn't made or they had found another actress :pensive_face:,Alvin Gerard,4:55:05,0
@tickled pink music doesn’t mean they will lie under oath for him,Mercedes Edwards,4:55:05,0
I can see how much this is stressing her out anyone in the position she's in would be the same,Tahlia Jane,4:55:06,0
ANYONE SEE THE RUM DAIRY? DID YOU LIKE IT?,Instant Karma,4:55:06,0
Kate Moss is an ex girlfriend of Johnny Depps.,Walking with Heather,4:55:07,0
Rum Diary is what Mr. and Mrs. Smith was for Brad and Angelina ,MettaData,4:55:07,0
@Ebony she is indeed,Kellie_N,4:55:07,0
I swear if they ask one more drug question:angry_face_with_horns:,Lydia Corniea,4:55:08,0
Imagine doing Coke in 2022 cut with baby laxitives and dehydrated milk :glass_of_milk: ,Teddy G Beats,4:55:10,0
"ahh llegue muy tarde, que ha pasado hasta ahora? ",Miguel Salas,4:55:10,0
RUM diary,k s,4:55:11,0
let's go Johnny let's go:green_heart:,el light,4:55:13,0
johnny accepted that he used drugs but he never lost his control,meli depphead,4:55:14,0
Usually being high isn’t the problem coming down off of drugs is when people are hard to deal with,Christine Dailey Price,4:55:14,0
who is she?,Greisy,4:55:15,0
Dice que no trabajó en esa película pero visitó a su esposo en el set. No recuerda haber interactuado con Amber. Volvieron a verse en la rueda de prensa de The Rum Diary,Viridianne VR,4:55:15,0
She was a bullie,Betty Lanns,4:55:16,0
holy crap.. it does sound like Richard Dreyfuss,AFC Beast,4:55:16,0
 I thought seeing a doctor was confidential!!,Amy Hall,4:55:17,0
@mad mor she on johnnys side ,Millie Mae,4:55:18,0
SHE SO NERVOUS SHAME,jessica van schalkwyk,4:55:19,0
come on liberals pull it together,Nancy E,4:55:19,0
LATINOS PENDIENTE A VIRIDIANNE ELLA ES LA QUE TRADUCE Al ESPAÑOL AQUÍ,Tito Guerrero,4:55:20,0
#justiceforjohnny,sophia,4:55:21,0
I’m going to look for that movie!!,Priscilla Hernandez,4:55:24,0
JUSTICE !!For Johnny Deep :pirate_flag::compass::green_heart:,Marcos-player 1.0,4:55:24,0
line of coke or adderall .. same effects ,Brown Eyed Girl,4:55:26,0
She gives an Audrey Hepburn vibe. Very pretty,Gail Davis,4:55:26,0
coke don't make u aggressive,MotherBear30,4:55:27,0
johny is hot af,lizz4rd _YT,4:55:27,0
For some drugs can make them act aggressive even commit homicides. Depends.,Blue T,4:55:29,0
I THINK THIS WOMAN HAS A CRUSH ON JOHNNY,Excellent Cman,4:55:31,0
Lydia deets,MOON,4:55:32,0
:person_in_bed::person_in_bed::person_in_bed::person_in_bed::person_in_bed:,Shubham,4:55:33,0
She looks like Princess Kate a little ,Sumi6745,4:55:33,0
it didn't change his personality :face_with_rolling_eyes:,Rita Moon,4:55:33,0
Poor girl is nervous ,Abi T,4:55:35,0
"OFTEN, COUNSEL TELLS THEIR WITNESSES TO DIRECT THEIR ANSWERS TO TH JURY, SO THE JURY CAN SEE THEIR FACE.",Addi Talks True Crime & Trials,4:55:36,0
Johnny is a Kentucky boy born and raised and most of us Kentuckians are raised to have manners. So we are all so proud of Johnny! He makes his home state proud ,Amanda Smith,4:55:36,0
you know what Amber drank and did drugs when she was with Johnny :face_with_rolling_eyes: so WTF are her lawyer and the prosecutor drilling these people about how much did Johnny drink and what drug's did Johnny do,Belia1313 Lastes,4:55:38,0
She’s so nervous ,shannon Simpson,4:55:38,0
@tickledpinkmusic then you must do the same for all Amber's witnesses.,mlc,4:55:39,0
What’s crazy…the Dr VERY CLEARLY STATED that AH hits him all the time and AH admits it…do we see a problem here???,Jaime fio,4:55:39,0
"GUUYYSSS CHILLL, Johnny never denied taking drugs and alcohol",Marker songs,4:55:42,0
She lives the high life. . . . .thanks to Johnny,Melanie Taylor,4:55:42,0
shes on Johnny's side guys,haneen🎀💐,4:55:42,0
#JUSTICEFORJOHNNYDEPP,Kenar Isa,4:55:42,0
WHO IS SHE AGAIN?,Michael,4:55:42,0
@millie thank u,mad Moe,4:55:42,0
It’s so funny reading people taking sides. This trial is nothing more than cheap entertainment. It’s a farce. :face_vomiting:,Anna Aisha Jankowska,4:55:44,0
NO one will win this one. TOXIC relationship 100%.,Crown Royal,4:55:44,0
why do you guys act like famous people dont do drugs or drink lmao,Stick,4:55:45,0
She doesn’t sound nervous ,FPChris,4:55:46,0
a line of Adderall lmaop,el light,4:55:46,0
Le preguntan qué es una rueda de prensa para el record.,Viridianne VR,4:55:46,0
I don't know anything about drugs bad things,Rickard Bergquist,4:55:46,0
@911Member MasterKush its pseudo science. lol. Well documented. Well refuted. Well debunked... long time ago. Catch up eh ?,Tyler Keen,4:55:47,0
:green_heart::green_heart::green_heart::green_heart::green_heart:,Xóchitl Garisan,4:55:47,0
on which side is she,theia lynn,4:55:49,0
Can we please look at the court room not just her tku,dodgingbullets,4:55:50,0
She has a lovely voice.,Lynnette,4:55:50,0
Oh so people can't be nervous now??,Jessica Dingman,4:55:50,0
I BET AMBER WAS MEGGA JELLY OF HER THIS WOMAN :pouting_face::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Suzanne Millius,4:55:54,0
She seems really nervous which is normal but its not helping the case,mooncake,4:55:55,0
Once again doing drugs and drinking alcohol doesn't make you an abuser. I did both and I'm not. Using that as proof is insane :woman_facepalming::woman_facepalming:,Zoey Jafferally,4:55:59,0
Go Gina you can do it:white_heart:,Melissa Olmedo,4:56:01,0
Johnny is old,Alisa,4:56:01,0
Idolization of actors is cringe worthy,Sylph OftheWildWoods,4:56:03,0
Shes johnnys friend,Hanna Ollila,4:56:03,0
"yeah I know Kate Moss is an ex girlfriend but why did someone mention ""ask Kate Moss"" xd",Alejandra Pérez,4:56:05,0
who is she?,Kattie Garay,4:56:05,0
@Sumi6745 yessssssss she kinda does look like Catherine,Kellie_N,4:56:06,0
"For a coke user she still looks ok, her skin doesn't look damaged, give it time.",Blue T,4:56:06,0
"@Michael She is Gina Deuters, she and her husband are friends with Johnny and worked with Johnny on many films. ",Ebony,4:56:07,0
Who’s side is she on???,Sara Soureshjani,4:56:07,0
LATINOS PENDIENTE A VIRIDIANNE ELLA ES LA QUE TRADUCE Al ESPAÑOL AQUÍ,Tito Guerrero,4:56:09,0
she's a doll amber jealous of her,Robin Doré,4:56:10,0
