messages,all_authors,timestamps,money
I meant Amber must have been online cause her hair all nicely done. :face_with_rolling_eyes:,unforgottenx,34:14,0
"IF YOUR ON AMBERS SIDE, YOUR APART OF THE PROBLEM.",RSY,34:16,0
Is the judge duo gender?,Gatsu,34:17,0
Kentucky loves you Johnny :blue_heart:,Amanda Smith,34:17,0
Judge looks like the sister of Stephen Colbert.,oO0o⬤o0Oo,34:17,0
That boy Glen from Nightmare on Elm Street alive and well,HOTR,34:18,0
Age doesn’t matter lol,Melissa R,34:18,0
Justice for Johnny:blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart: ,Am a child Of Yeshua,34:18,0
GOOO JOHNNYYY!:red_heart::red_heart::red_heart:,Aldene Ygoña,34:19,0
Good luck to Kate,Annette Fice,34:19,0
Justice for Hambry,Robert Sole,34:19,0
"YOU ARE MISSING THAT SHE PUT FAKE BRUSES ON HERSELF, LIED AND CUT HIS FINGER OFF",Marya,34:19,0
tomorrow is Friday,Mayah Frank,34:19,0
Who is Kate?,Kasebased,34:19,0
Hahahahah team issac ,Hazell.T,34:20,0
Please say it’s not on video ,ACuteAssasin ,34:20,0
Johnny is the reason I'm gonna be single forever :red_heart:,Negin Harris,34:20,0
Why the clown emoji?,P D,34:20,0
I WONDER IF SHE WILL PASS A NOTE TO HER JOURNALIST FRIEND BEHIND HER AGAIN,Humpy And Bex,34:20,0
WHO IS LATE JAMES,meh.,34:20,0
JUSTICE FOR ISAAC!,suave,34:21,0
That's an insult to even voldemort,Arya Stark,34:21,0
JUSTICE FOR JOHNNY,sophia,34:22,0
Johnny is as sober as my Uncle Jack Daniels,Adam Hurley,34:22,0
Judge is likable ,Pmz,34:22,0
TEAM JOHNNY ,Laura B,34:22,0
Justice for captain jack sparrow,Gaela,34:23,0
hii elon here,Elon Musk,34:23,0
This judge looks like the quintessential liberal ,Jay,34:23,0
Come on Kate James we love you what amber has done to you is absolutely vile ,Rebeccastan,34:23,0
Good luck Johnny,Ειρηνη Σουλτανια,34:23,0
Team JD :purple_heart::folded_hands:,Danielle Isabela Barbarac,34:23,0
I keep trying to fast forward :fast_forward_button::next_track_button::play_button: :face_with_tears_of_joy:,Sammy J,34:24,0
I’ve never been more invested ,Jordanna Leigh,34:25,0
KATE JAMES EVERYONE SIU,Ben Berridge,34:26,0
Free Kyle ,Carlos Gonzˆlez,34:26,0
Johnny + Amber = 2 bad kitties,KittyKitty BangBang,34:26,0
Who is Kate james,Naomi Chisholm,34:26,0
I wonder who the witness will be today.,Laura Jones,34:26,0
Not sure which way the judge is transitioning?,Gunnar,34:26,0
@kezzy kez Yep,Kathleen Allen,34:26,0
":clapping_hands::clapping_hands: Justice4Johnny and Amber, we Heard your lies, gtfoh ",baileyvext,34:27,0
JUSTICE FOR JOHNNY DEPP!!,Bonnie Wugsie,34:28,0
I never heard of Amber Heard and I remember Mister dap from 21 Jump Street however I was never a fan I liked him cuz my kids liked his Jack Sparrow movies I am here because I believe he is not guilty,Sassy but Classy,34:28,0
justice for johnny depp,NegiXoxo,34:28,0
Shame on HEARD....,Jayne B,34:28,0
johnny için adalet JUSTİCEOFRJOHNNYDEPP,Johnny Depp *JOHNNYDEPPWON*,34:29,0
I hope Kate says the truth,Jess_Maddox_Xx,34:30,0
Team Johnny forever!!!!,elena paciosi,34:32,0
Stay golden Pony Boy:cowboy_hat_face::thumbs_up:,kissy kat,34:32,0
come on jack sparrow,Mat Taylor 93,34:33,0
@Corina Daschievici no Amber ruined Depps life,FoodforThought,34:33,0
no volume?,Blake Hutchison,34:33,0
#JusticeForJohnnyDepp,girlfrmars,34:34,0
That text yesterday :nauseated_face::nauseated_face::nauseated_face::nauseated_face:,Lucky,34:34,0
team Johnny,lynne ivison,34:34,0
what's this trial about,Jade Padilla,34:34,0
Judge Azcarate is a very conscientious and fair judge.,Robin Hazen,34:37,0
Isaac :flexed_biceps::flexed_biceps::flexed_biceps:,ash,34:38,0
some commenters need to brace themselves a little abt the judge,Alina Nicolae,34:38,0
Is kate AH makeup artist?,M Beau,34:39,0
"Just so everyone knows...her team passed a note to the ""press"" sitting behind them (those are her friends) and had them delete evidence from Eve's Instagram showing contradictions to her statements.",C C,34:39,0
NO SOUND,benny,34:40,0
Amber could be a man you never know in Hollyweird ,Lillian Matthew,34:40,0
Meanwhile our country is being destroyed from within,Cody Schnuriger,34:41,0
who is kate ,I,34:41,0
I'd say johny is clean getting away from her craziness.,Jenilee,34:41,0
@Mz Liz lol yes she does,Dave Karnowski,34:41,0
JUSTICE FOR JOHNNY DEPP,Бравый Чел,34:43,0
kate james is ambers former assistant who amber allegedly stole an SA story from,Molly 0,34:43,0
"I’m a Christian but people like this give Religion a bad name. Him, Lori Vallow, Chad Daybell. Excuses for evil selfish intent.",Private1,34:44,0
ELON???,Gabriella Rodriguez,34:44,0
yea,Sciencegirl,34:45,0
Who is Kate James??,Bea R22!,34:45,0
Isaac for president ,Frozen Ivy,34:46,0
The judge is super biased ,Kristin Brooks-Dowsett,34:47,0
"Guys i think youre delay or something, the jury is out and the witness is about to be presented",Alejandra Lopez,34:47,0
DOES AMBER EVEN HAVE WITNESES,jessica van schalkwyk,34:47,0
Amber’s male Lawyer is decent but her female lawyer is terrible. #Justice4Johnny,Marty McFly,34:47,0
:popcorn::popcorn::popcorn::popcorn::popcorn:,magickalmermaid,34:48,0
When will the final result come? Today?,mariam alqahtani,34:48,0
Chat is way too fast. ,Joanne D.,34:50,0
BRING BACK ISAAC !,EnglishMisfit,34:50,0
COME ON JOHNNY from uk,Charlie Gomm,34:51,0
Not Amber's fault but his own mess of drugs and alcohol/ life style ,Corina Daschievici,34:52,0
This Judge seems like she's going to burst out laughing,Sunflower Sky,34:53,0
Amber is like umbridge,Arya Stark,34:53,0
KATE JAMES IS AN AUTHOR YALL,Laura B,34:53,0
justice for johnny,scales18,34:54,0
I think witnesses should have to show up,Miss Bee,34:54,0
who's Katie??,KookieZ_Kream,34:54,0
FREE JACK SPARROW!!,suave,34:55,0
Kate spade ,Hazell.T,34:55,0
JOHNNY DEPP I LOVE YOU :face_blowing_a_kiss::red_heart:,PEAK TYAN,34:55,0
Amber really does epitomize rbf. Like she looks soo emotionless. ,Rebecca Sanabria,34:56,0
TEAM Johnny!!!,~MooMoo~,34:56,0
Kate is the ex-personal assistant,Ciara Quinn,34:57,0
Justice For Johnny!!! :revolving_hearts::beating_heart::growing_heart::red_heart::orange_heart::yellow_heart::green_heart:,Charlotte Lovato,34:57,0
justice,daryl,34:57,0
Hi from OC Maryland,Angel Schooley,34:59,0
I HOPE NO ONE SLAPING ANYONE TODAY..:slightly_smiling_face:,Kr0L_⁸³,35:00,0
Amber likes all ways and any ways $$$$$$$ top of the agenda,Chris2costa Costa,35:01,0
"princess laia hairdo, how pretty",Raider Rog,35:03,0
FREE MERA!,PopcultureFate 29,35:03,0
i love you guys in the chat lmfao im cracking up at work,Jxcelyn,35:04,0
she must have because her suit is looking vampirish lmao johnny did play a vampire at one point,el light,35:04,0
Kate James is the person amber stole the SA story from,Jess_Maddox_Xx,35:04,0
Justice for Cosby,FoodforThought,35:04,0
:pirate_flag::black_heart::pirate_flag::black_heart::pirate_flag:,Tami Z,35:04,0
JUSTICE FOR AMBER SHE DID NOTHING WRONGGGGG,Gatsu,35:06,0
You got this johnny!,Bstaznkid4lyfe,35:06,0
psstt no one is talking,Grateful Gal,35:06,0
Kate James is Amber Heard's former personal assistant. ,jcarlario,35:06,0
ELON GOODS,Johnny Depp *JOHNNYDEPPWON*,35:07,0
The judge looks like Rick Ashely,Tori Toriella,35:07,0
:green_heart::green_heart::green_heart:,Eva Waterhouse,35:08,0
#justiceforcaptainjacksparrow,Gaela,35:08,0
Thanks Molly,Kasebased,35:08,0
I wish Isaac would come back lmao,Eva Huys,35:09,0
minus 50 mill,mommysboiii,35:09,0
kate was amber’s personal assistant i think,EmmaLee Inman,35:10,0
Kate James = AH's former personal assistant,Samantha Garcia,35:10,0
Justice for Johnny:blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart: ,Am a child Of Yeshua,35:11,0
johnny depp gonna loose it,Elon Musk,35:11,0
if you hear no sounds when the lawyers stand infront of the judge - there is no sound but it will be back,Alira Auditore,35:12,0
only psychos leave their own feces in someone's bed just sayin,Ms. Blue,35:12,0
Go Johnny Go,Patricia Hall,35:13,0
being a survivor of domestic violence misheard has made it difficult for other people in real domestic violence relationships she makes me very angry,Sassy but Classy,35:14,0
Is there sound?,Gen,35:14,0
JUSTICE FOR JOHNNY DEPP,Бравый Чел,35:15,0
JUSTICE FOR JOHNNY DEPP,Laura Tigrilla,35:15,0
#JUSTICEFORJOHNNY :white_heart::yellow_heart::orange_heart::red_heart::heart_suit:,linda F,35:15,0
Judge looks like she’s part of the liberal woke mob,Jay,35:15,0
@Dave Karnowski Lol! ,Mz Liz,35:16,0
Hello from🇨🇦east coast,Drakkar Viking,35:16,0
KAte James was ambers ex assistant,Chloe M,35:16,0
I like the Judge. I dont think she will buy the bad person acting like a victim. #teamJD,PoodleJam,35:16,0
JOHNNY DEPP MY MAN:red_heart::raised_fist:,Aldene Ygoña,35:18,0
1,Jenilee,35:18,0
"it's not a basketball game, court moves slow... relax or don't watch",Crayon Writer,35:18,0
Anyone who supports Amber can’t read lol ,C.213,35:18,0
1,Abigail Evans,35:18,0
verdict will be delivered only after May 27,Alvin Gerard,35:19,0
Issac will b back ,Complicated,35:19,0
JUSTICE FOR JOHNNY,Kit,35:20,0
RUUUUUM,Sammy J,35:21,0
Team Johnny Depp:red_heart::red_heart:,Rachael bryon,35:21,0
NO NOT ELLON IT IS A KATE JAMES,jessica van schalkwyk,35:21,0
love you Johnny! ,cathie cantu,35:22,0
justice for johnny ,Dani Lemon,35:22,0
@Michelle Henry THANK U,Malu Tomaszek,35:22,0
"A pretty face, don’t make no pretty heart :musical_note:",Pmz,35:22,0
Justice For Kate James :red_heart: ,Jeni Gill,35:22,0
Johnny looking like a snackkkkkk,ok and??,35:23,0
isnt kate james a life coach?,Mischuu,35:23,0
"Indeed, after many years of prescribed medication for Neurological Muscular Disorder, my intestine were reduced and do not function naturally, I too have quit narcotics and cannabis, it can be done.",Gloria Thornton,35:24,0
JUSTICE FOR KATE JAMES,the ford,35:24,0
justice for Johnny,Negin Harris,35:25,0
I will never watch anything she is in ever again and I will never show her support ,Jordanna Leigh,35:25,0
isaac 2024,scales18,35:26,0
is the judge a lesbian??,The World Critic and gamer,35:27,0
1,Thea Hed,35:27,0
JUSTICE FOR JHONNY,Fernando Jose,35:27,0
team Jonny xx,Michelle Byrne,35:27,0
Amber has drugs problems too! that's a fact! :face_with_rolling_eyes:🇸🇪,luluyrufus,35:28,0
FREE JACK SPARROW!! :pirate_flag:,suave,35:28,0
JOHNNY DEPP I LOVE YOU :face_blowing_a_kiss::red_heart:,PEAK TYAN,35:29,0
:green_heart::green_heart::green_heart:,Whitewidowbaby,35:29,0
Amber stole Kate's assault story,NinjaNeko93,35:29,0
1,The Real Novice,35:29,0
VIVA LA DE COCAINA :grinning_face::grinning_face::grinning_face:,Ilya Grishenko,35:30,0
I’m actually getting sick of the drama I want Johnny Depp back in movies so he needs to win this ,Naomi Chisholm,35:30,0
No Kate James was Amber’s former assistant. Amber fired her. ,Lucky,35:30,0
Whoever said will results come today- no the whole trials lasting six weeks,Charlie Gomm,35:30,0
What are we waiting on?,H,35:30,0
Justice for arnica cream. ,Darien Cabral,35:30,0
The witness is on a video call they need to set it up ,MrAmc1291,35:31,0
Truth & justice for Johnny!,Lisa B,35:32,0
SHE'S EATING?,thaliaa,35:32,0
kate James:flexed_biceps::flexed_biceps::flexed_biceps::flexed_biceps:,Not bothered,35:33,0
I like my judges firm and decisive not nice and kind !,Omg Aunty Suzanne,35:33,0
who is kate ?,Hashas,35:33,0
Jessica vann yes she will have witness but rn she is taking the other side ,StanceDrifts,35:34,0
@tori toriella hey stop that now,JonnyK,35:35,0
AMBER LOOSER,młodzix naciak,35:35,0
I HOPE SHE ISNT DROPPING NOTES ON THE FLOOR FOR THE JOURNALISTS BEHIND HER TO PICK UP TODAY,Humpy And Bex,35:36,0
KATE JAMES IS AN AUTHOR,Laura B,35:36,0
Another day of boring testimony…. We going to hear about shoes today?,R Guy,35:36,0
I’m sure Johnny hates wearing the suit everyday!,Susan Thordsen,35:37,0
Amber looks like she dressed for a funeral,KookieZ_Kream,35:37,0
i am sick guys,آذین مسافری,35:37,0
TEAM JOHNNY,Smiluo,35:39,0
 who is kate james?,The Deathly Halløws ⚯͛,35:41,0
:green_heart::green_heart::green_heart:,Eva Waterhouse,35:41,0
:dizzy::dizzy:TEAM JOHNNY :dizzy::dizzy: JUSTICE FOR JOHNNY DEPP :raised_fist::raised_fist: JUSTICE FOR JOHNNY DEPP :raised_fist::raised_fist:,Liaison Aeon,35:41,0
ELON HUSK,FoodforThought,35:42,0
Justice for Johnny ,Hawkeer,35:42,0
just wondering #J D,otter,35:42,0
Ambers witnesses are her friends. Imagine that,Joellen Trader,35:42,0
Im clearly addicted,M Beau,35:43,0
"The last time I watched they were questioning Isaac about foundation, tint and powder….",C Cruz,35:44,0
amber looks concerned,Halo Reacher,35:44,0
is that Molly Golightly in the seats what she doing there,KD Mcgriff,35:44,0
oh dont be a jerk im liberal and i believe johnny,vegeta,35:44,0
Why amber dressed like Elizabeth Holmes ,Frozen Ivy,35:46,0
still no sound ????,Charlotte Lovato,35:46,0
21 Jump street was such an awesome show in the 80s,Brooklyn Bounce,35:46,0
did Isaac go Vegas?,Ellie Di Casati,35:47,0
The no sound part lol reminds me of my grandma ,Maussie Girl,35:48,0
This is probably the most views this channel has ever had ,C.213,35:49,0
Amber looks so nervous,Jenna Tikka,35:49,0
I need more of Issac!,sugarskulls,35:50,0
These people sold their souls a long time ago.,Yeow,35:50,0
Is she eating???,Vivis_,35:51,0
can we slow the roll on the chat ?,Dave Karnowski,35:51,0
JUSTICE FOR JOHNNY DEPP,Бравый Чел,35:53,0
Why is she stressed :face_with_tears_of_joy:,Talar Ohanes,35:53,0
Arnica cream doesnt hide bruises.,Phill Hyde,35:54,0
Johnny just chilling with his gum amber looks worried,Negin Hatami,35:54,0
"Wait, I’ve forgotten. Who is Kate again?",Stacey Hughsen,35:54,0
Kate James was Amber heards personal assistant so she will have seen and heard a lot that went on.,Colby Rix-Berry,35:54,0
Isaac Baruch was FANTASTIC ,Pmz,35:55,0
GUYS KATE JAMES WAS AMBER'S PERSONAL ASSISTANT!!!!!!,Lana Stack,35:55,0
the silence is loud,ᵖᵃˢˢⁱᵒⁿᵃᵗᵉ,35:55,0
What about James Franco will he be testifying to Ambers infidelity?? ,Bilge Pump,35:55,0
:dizzy::dizzy:TEAM JOHNNY :dizzy::dizzy: JUSTICE FOR JOHNNY DEPP :raised_fist::raised_fist: JUSTICE FOR JOHNNY DEPP :raised_fist::raised_fist:,RoyalBank 556,35:56,0
your father here,Elon Musk,35:56,0
Amber:ogre:,Freedom,35:57,0
Elongated Musket,Tom Frazer,35:58,0
please can we slow the comments down? Way too fast to read.,Julia Smith,36:00,0
JOHNNY DEPP I LOVE YOU :face_blowing_a_kiss::red_heart:,PEAK TYAN,36:00,0
for real inwas just gonna type that next lol like she going to her funeral lmao,el light,36:02,0
what are they waiting for,Nisrine,36:03,0
I can't believe they are doing this,Andrew4Handel,36:03,0
#JUSTICEFORJOHNNY :white_heart::yellow_heart::orange_heart::red_heart::heart_suit:,linda F,36:04,0
"Judge please be fair, the past 2 days she has been favoring Amber heard's lawyers and all their HEARSAY",Bonnie Wugsie,36:04,0
KEKW johnny wins,crazycow2002,36:04,0
stay strong Johnny,NegiXoxo,36:05,0
Team Johnny :slightly_smiling_face: Greetings from Poland,Krzysztof,36:06,0
"Amber is looks like she's forcing tht lady to speak much better, like wtf",#justiceforjohnnydepp,36:06,0
She looks better than the sailor outfit yesterday,alyssa_j,36:07,0
Free STEVEN AVERY. LOCKED HIM UP TWICE AND INOCENT,daryl,36:07,€2.00
:grinning_face_with_smiling_eyes:,Aussie Gardener,36:07,0
Team Depp :raising_hands:,Ice Queen,36:08,0
Wonder if Johnny had some blow last nght and perocet,Robert Sole,36:09,0
free my man johnny he didnt do nothing wrong,scales18,36:09,0
Isaac may have won this for Johnny,Raider Rog,36:09,0
She keeps dressing like JD,Sammy,36:10,0
Justice For Johnny Deep :pirate_flag::compass::blue_heart:,Marcos-player 1.0,36:11,0
judge is very sweet and cute,Marta,36:11,0
hi,AOT,36:11,0
America has a drug problem get over it,Crayon Writer,36:11,0
iam falling a sleep zzzzzzzz,tamaradesire,36:11,0
What’s going on?,Leanne M,36:11,0
Justice for Johnny:blue_heart::blue_heart::blue_heart::blue_heart::blue_heart::blue_heart: ,Am a child Of Yeshua,36:12,0
team Johnny ,Alex.S,36:12,0
Amber is struggling..look at her face ,Bstaznkid4lyfe,36:12,0
We support you Johnny!:red_heart:,Paige Garside,36:13,0
who else is really high right now?,ELJonowise,36:13,0
JUSTICES DIE IF JOHNNY IS FOUND GUILTY,Brian Lorenz,36:13,0
Isaac come back,Nadja,36:13,0
Kate was a victim of Amber's as well. she knows all the tea!,the ford,36:13,0
JOHNNYYYYYYYYY,Johnny Depp *JOHNNYDEPPWON*,36:13,0
The way she keeps looking over to johnny,Arya Stark,36:13,0
Kate James is a liar. She never read Amber’s witness statements. They were confidential. ,Lucky,36:14,0
Team Johnny!,Cameron Robinson,36:14,0
JUDGE DONT WEAR MAKE UP,Fred Ziffel,36:14,0
@kookiez_nkream yes her own =))),Alina Nicolae,36:14,0
More ppl in court room today,Kathleen Allen,36:14,0
Is this actually live right now?,Ebonyk7,36:14,0
tom Frazer LOLL,ok and??,36:15,0
What are we waiting on?,Jen Bailey,36:15,0
So Elon won’t testify?,gabilejandra,36:17,0
JD needs his caffeine ,Denise O,36:18,0
this program has been brought to you by starbucks,nat,36:18,0
Isaac was great... A true friend and brother...,Gloria Thornton,36:19,0
What happened? I just got here,Marsée,36:21,0
Isaac ...best witness!,Do Li,36:21,0
don't fall for fake acc guys,Alira Auditore,36:22,0
"I want Johnny to win the case, then I'd like to comfort Amber afterwards",kalikrome1,36:23,0
@KD Mcgriff :face_with_tears_of_joy::rolling_on_the_floor_laughing::face_with_tears_of_joy::rolling_on_the_floor_laughing:,Susan Thordsen,36:24,0
cannabis is legal in most places I'm from Canada so it is legal here everywhere I don't think it's a big deal the alcohol would be more concerning to me the marijuana,Sassy but Classy,36:24,0
I hoppe they mention that it wasnt called amica cream. Itt is called arnica,Therevengrz,36:24,0
#JUSTICE FOR JOHNNY DEPP,Toleen Al Hassan,36:24,0
WHAT IS IN THE COKE BOTTLE ? lol,Gillian ,36:24,0
JUSTICE FOR JOHNNY:red_heart::red_heart::red_heart::red_heart::red_heart:,Claudia castañeda,36:24,0
